time_in_2012,time_in_2013,time_in_2014,time_in_2015,AGE,GENDER,id
13002,13965,13283,12600,21,1,4721
13543,13384,13012,14361,57,1,4722
12645,13253,16762,15411,42,1,4723
14391,13592,15216,14290,47,1,4724
21317,21573,20692,22109,57,1,4725
12306,13394,12112,11730,32,-1,4726
19269,20312,19412,19130,34,-1,4727
16521,16114,16910,15725,52,1,4728
17949,12545,21600,16926,20,1,4729
14997,17420,15119,18651,41,-1,4730
20577,20256,20260,20476,32,1,4731
13707,13924,13669,12648,34,1,4732
13405,17487,13218,15896,32,1,4733
15779,13749,15786,15759,52,1,4734
18338,14426,21600,18168,37,-1,4735
12899,12155,13760,12672,42,1,4736
14555,14903,15233,13867,32,1,4737
15285,14235,15420,15202,37,-1,4738
17228,18230,17926,17016,70,1,4739
19510,13151,21600,21600,33,1,4740
14127,14878,13692,14743,42,1,4741
21105,20235,21189,20498,47,-1,4742
20700,20545,21854,20722,32,-1,4743
13732,13317,14147,13997,32,1,4744
19660,19002,18277,19469,27,1,4745
18238,17543,18438,17941,13,-1,4746
18210,13728,21600,18771,47,1,4747
16479,11277,21600,10731,34,1,4748
23957,23024,24540,23979,52,-1,4749
15143,14664,15082,15588,32,1,4750
15083,13444,18865,21600,34,1,4751
15223,14739,15097,15967,42,1,4752
13483,12289,12076,13155,32,1,4753
22988,23592,22416,21875,13,-1,4754
12535,12450,11424,12811,34,1,4755
13961,14932,13712,14513,52,1,4756
12480,12215,13434,12537,47,-1,4757
13979,13865,12912,12895,47,1,4758
19917,20002,20965,20077,37,-1,4759
12761,12939,13627,13949,42,1,4760
14391,13887,13415,14062,36,-1,4761
18128,17971,17939,17839,27,1,4762
12453,12537,13358,12669,62,1,4763
15908,14629,14874,14907,21,1,4764
12448,18312,15875,14441,34,1,4765
19304,19827,18774,18561,27,1,4766
19093,15820,19876,21600,37,1,4767
16287,16540,16946,15200,56,1,4768
19400,14347,22948,18336,37,0,4769
15934,17136,13542,15305,24,1,4770
15915,16269,16837,16165,37,1,4771
21428,20408,22852,20480,36,-1,4772
15254,15790,15320,14962,27,1,4773
13308,13374,14299,13504,36,1,4774
14324,14709,14392,14323,42,1,4775
18654,17156,20087,18416,32,-1,4776
12903,12818,14255,18348,44,1,4777
22512,22808,22439,22342,21,1,4778
21646,20442,21065,20835,52,1,4779
13753,13671,12497,12343,23,1,4780
15245,15713,16604,16027,34,1,4781
18170,17885,19024,18476,65,1,4782
13063,13438,15955,12905,22,-1,4783
11159,10948,11725,10243,22,1,4784
15032,14433,13903,13902,32,1,4785
16596,17172,17399,16519,23,1,4786
15020,14296,14335,14433,44,1,4787
18423,17911,18154,21600,41,1,4788
10791,12058,11551,10270,42,1,4789
23281,21863,23444,22606,42,1,4790
18454,19938,18718,19204,32,-1,4791
16566,15406,15942,15847,47,1,4792
17740,18222,17903,17863,27,1,4793
25855,17348,22308,22090,25,1,4794
14542,17626,18521,16540,24,-1,4795
13033,13676,14210,13897,32,1,4796
21880,22247,20878,21317,42,-1,4797
15010,14579,13790,13744,45,1,4798
15035,13753,13554,13156,42,1,4799
12586,16212,14125,12838,35,1,4800
19124,18824,19804,19389,42,1,4801
14586,16078,16366,21600,27,-1,4802
14663,13262,21600,16250,52,1,4803
13706,14634,14923,14884,37,1,4804
17366,17289,19373,16768,35,1,4805
15720,16134,15579,15749,42,1,4806
16207,16348,14895,15276,52,1,4807
16313,17616,19463,17563,46,-1,4808
18045,18439,17291,18227,34,-1,4809
20059,19621,20995,18421,57,-1,4810
14683,14172,13755,14352,47,1,4811
14509,14674,14699,15551,27,1,4812
22149,22265,22915,21600,32,1,4813
15657,16719,17319,17454,32,-1,4814
17937,21600,16322,18686,27,-1,4815
18736,20007,18348,19884,37,-1,4816
16448,17412,17383,16045,52,1,4817
19555,18766,18518,20329,32,1,4818
11461,10449,9822,10610,41,1,4819
19426,18541,19334,19612,52,1,4820
15476,15333,15878,16403,32,1,4821
21942,22864,23080,21941,47,1,4822
17972,17435,18748,16903,32,-1,4823
15861,15021,14835,16101,42,-1,4824
13343,12043,16336,14082,33,1,4825
13154,11546,14906,13289,36,1,4826
19591,19496,18848,19195,52,-1,4827
16839,21600,18343,20000,33,1,4828
21679,21533,22906,22083,27,-1,4829
14108,14226,14660,15046,13,1,4830
13068,12175,12798,11718,27,1,4831
17998,19320,18600,18463,27,-1,4832
24352,24129,24650,23689,27,1,4833
13395,11939,13897,12707,33,1,4834
11274,11850,10887,10617,27,1,4835
18510,19567,18247,18654,52,1,4836
10825,11827,21600,15803,33,1,4837
20798,19787,19478,19807,21,-1,4838
13323,12775,13870,14115,20,1,4839
15613,15675,15560,14608,52,-1,4840
16339,10740,12365,12734,50,1,4841
17561,17918,17030,18061,34,1,4842
14009,14899,15047,13823,32,1,4843
11709,11685,11675,12146,44,1,4844
19743,20114,19893,19815,52,-1,4845
15178,14474,14963,15746,52,1,4846
11131,12691,14512,12903,46,1,4847
12554,13343,13300,13718,42,1,4848
14381,14031,13054,14021,27,-1,4849
11746,11514,13178,12738,46,1,4850
14208,12795,13100,13659,41,1,4851
13989,14992,13780,14213,27,-1,4852
21133,20983,22169,21983,47,-1,4853
14716,16400,15575,16470,31,1,4854
14178,13897,13293,12599,27,1,4855
28471,29350,29403,28268,62,1,4856
14840,15337,15531,14810,52,1,4857
10916,11021,11023,9904,35,1,4858
14785,15831,15187,16190,47,-1,4859
12042,13875,11872,12729,27,1,4860
14826,18781,16099,17101,57,1,4861
12807,12805,14000,13075,0,0,4862
16606,16660,15483,15191,27,-1,4863
25708,24713,24517,25730,27,1,4864
11584,11315,12009,11927,35,1,4865
13051,13469,13485,12266,47,1,4866
15703,16569,15801,16162,44,-1,4867
20332,20770,19405,19297,26,-1,4868
15481,15105,16929,16229,26,-1,4869
15344,12667,19037,16663,48,1,4870
14035,13833,14707,14696,27,-1,4871
14352,13977,14351,13577,34,1,4872
18829,19062,18655,17778,42,1,4873
23239,23241,24179,22479,27,-1,4874
14060,15589,15024,15484,21,-1,4875
13340,13422,14244,13849,27,1,4876
17939,18471,17702,16953,47,1,4877
15930,16047,16403,14847,27,1,4878
16071,16051,16287,17177,21,-1,4879
15697,14708,16577,19549,43,-1,4880
17371,18807,16905,18962,37,-1,4881
13879,12899,18426,14818,34,1,4882
23298,22985,22597,22925,27,-1,4883
12962,13246,13758,13690,21,1,4884
12310,12810,11418,12225,39,1,4885
19605,18141,18485,18454,37,1,4886
12855,13044,13361,13829,32,1,4887
21141,21209,20556,20488,47,1,4888
13008,14168,12549,13982,36,1,4889
14762,12939,13374,14090,14,1,4890
15394,14498,14928,16031,57,1,4891
15937,16448,21600,17691,24,-1,4892
13576,11980,12485,13289,24,1,4893
12315,13429,13704,12258,37,1,4894
25079,24994,24917,24520,42,-1,4895
16661,17130,16799,16949,52,-1,4896
15716,16621,15189,15971,32,1,4897
19094,21600,18476,16768,47,1,4898
13746,14007,13769,13627,42,1,4899
19522,19941,19897,18467,30,-1,4900
16823,17163,15980,15906,54,-1,4901
19805,18500,18764,19080,52,1,4902
16464,15034,16725,15777,47,-1,4903
14221,15216,14572,13779,27,1,4904
18448,18848,19504,18431,27,-1,4905
11876,11392,13130,12940,32,1,4906
15153,14625,16826,14538,42,1,4907
16560,15395,16026,15125,37,1,4908
17579,16656,17306,18289,27,-1,4909
21380,21663,22076,21600,32,1,4910
13713,15237,13827,14718,32,1,4911
12416,11410,12224,11402,27,1,4912
12133,12551,14478,12808,50,1,4913
11216,12910,12744,11896,37,1,4914
15987,15305,15298,15995,52,1,4915
15026,16366,17915,17858,31,1,4916
14613,16197,16572,16552,49,1,4917
17918,16857,18461,17209,37,-1,4918
14153,15860,17503,13805,33,1,4919
14315,14630,15928,14728,37,-1,4920
17428,18233,17051,18144,57,1,4921
15254,13609,13723,13400,24,1,4922
15826,15237,13922,15472,31,1,4923
12715,12026,12133,12793,26,1,4924
15117,17560,18549,16497,36,-1,4925
13323,11941,15394,13307,29,1,4926
17803,18287,16861,16782,32,1,4927
13287,21600,16311,16696,55,1,4928
16341,14349,17749,19483,47,1,4929
18465,19508,19903,18669,42,1,4930
12864,13427,14032,13090,26,1,4931
16985,17011,16303,17277,27,1,4932
20054,20677,21533,20434,42,-1,4933
14590,14048,13437,15040,21,1,4934
14513,13713,13545,13974,32,-1,4935
18908,19534,19744,17931,21,1,4936
18179,12821,19723,17318,43,1,4937
15427,16601,17081,16549,57,1,4938
14505,14409,24739,18162,55,1,4939
20225,20890,20417,20747,32,1,4940
11792,15595,13569,13138,27,1,4941
14402,15382,15752,13989,32,1,4942
23451,24012,23115,23503,47,-1,4943
19986,20255,21040,20387,21,1,4944
20586,21746,21600,20678,42,1,4945
12650,15477,15114,14445,55,1,4946
13835,14625,14026,13758,32,1,4947
18284,18761,18472,20094,40,-1,4948
16792,15914,19150,14530,37,-1,4949
25972,27046,27099,26970,37,-1,4950
16110,17065,17138,17086,27,1,4951
20101,19433,20685,20426,42,-1,4952
20566,21636,21171,21600,42,1,4953
13468,13324,13958,12903,42,1,4954
15578,15858,14843,14642,36,-1,4955
18277,17484,17032,19340,33,1,4956
18607,19701,19136,18360,32,-1,4957
13478,14812,16962,14292,43,-1,4958
16405,15476,15636,16514,42,1,4959
11808,11617,11476,12570,32,-1,4960
16327,15803,21600,12802,46,1,4961
15518,14007,15712,14693,47,1,4962
14613,11798,16291,15017,27,1,4963
14961,15348,15062,16102,52,-1,4964
11704,11677,11624,10478,21,1,4965
19054,21600,14914,19039,37,1,4966
22575,23112,22320,23066,47,-1,4967
15170,14466,15843,15514,36,1,4968
13862,14529,14374,14608,47,1,4969
13931,13071,13247,13901,27,1,4970
12155,13790,11736,14058,26,1,4971
12008,14737,15328,16994,29,1,4972
12556,13188,13541,13779,24,-1,4973
18459,18967,19728,19462,52,-1,4974
14859,14947,15511,15111,37,1,4975
15373,13955,14264,14762,47,1,4976
18026,17185,17701,17317,16,1,4977
13193,16358,14718,17571,45,-1,4978
17407,16810,16598,17061,57,1,4979
15455,14300,15856,15658,42,1,4980
18866,18190,18780,18215,32,-1,4981
13144,13204,13355,13557,55,1,4982
17768,17932,17758,18466,21,-1,4983
21159,20928,20356,20140,44,1,4984
13156,13965,13729,13897,27,1,4985
20466,21770,22377,21468,52,1,4986
15710,15886,15272,16003,54,1,4987
19707,19599,20259,20232,45,1,4988
13420,13148,13902,14260,62,1,4989
11150,10103,9622,11041,27,1,4990
13330,13611,11174,15690,26,1,4991
16968,17314,15969,16785,32,1,4992
12881,16374,17537,16256,30,1,4993
18627,18865,19025,17750,56,-1,4994
21342,24539,19757,21894,25,-1,4995
14858,14783,13126,15085,46,1,4996
15866,18238,19531,20037,42,-1,4997
22120,22157,22058,22930,57,1,4998
13099,11884,12430,11671,42,1,4999
16013,16733,15328,15316,37,1,5000
12869,14025,12335,12958,27,-1,5001
19159,19338,16350,21600,30,-1,5002
16345,21600,22585,19602,47,1,5003
18592,19702,20404,19706,62,1,5004
14557,13812,21831,16289,38,1,5005
12610,12311,11826,15179,25,0,5006
11844,10853,10478,11065,37,1,5007
15712,16861,17511,16712,42,1,5008
17097,18305,18066,18231,47,1,5009
18677,17335,18683,22144,46,-1,5010
20788,21187,21779,20025,21,-1,5011
16794,18192,15809,18074,57,1,5012
28905,28730,23071,34189,40,-1,5013
15119,16516,19025,17567,21,-1,5014
17342,14672,21600,21600,40,1,5015
16409,15351,17047,17206,21,-1,5016
17582,17131,17689,18116,42,-1,5017
19727,21600,18094,20498,47,1,5018
11225,12217,11497,12433,47,-1,5019
15363,13462,21600,16282,40,1,5020
16753,18709,18618,17244,34,1,5021
12857,12012,13449,12302,42,1,5022
14415,14138,12879,14204,46,1,5023
15981,15387,16769,16948,44,-1,5024
17650,18125,16571,18415,40,-1,5025
18062,16655,17360,17497,27,1,5026
17326,16543,17662,17964,32,-1,5027
15353,14432,16370,15077,34,-1,5028
16300,15400,14796,15565,32,-1,5029
21823,22196,21688,20742,13,1,5030
18060,18105,16698,16810,27,-1,5031
16406,16196,25315,19854,35,-1,5032
14797,14522,13873,15239,47,1,5033
18731,17957,19912,21600,25,-1,5034
17730,17039,18491,18496,37,-1,5035
19185,18690,20480,20071,21,1,5036
15369,15365,15107,15441,42,-1,5037
15873,15839,16033,16148,42,1,5038
13857,14210,13640,13586,44,1,5039
17327,17984,16287,16376,57,1,5040
15962,17891,22433,16401,28,1,5041
25401,24380,25518,25336,42,1,5042
18059,17915,17065,16998,52,1,5043
13746,11418,14675,14436,30,1,5044
14010,14849,13848,14378,16,1,5045
14819,16798,10536,14642,54,1,5046
13748,17160,15895,16314,57,1,5047
15843,14250,14635,17203,34,1,5048
17131,17775,16562,17989,37,1,5049
14435,15894,15265,15219,46,1,5050
11825,12875,16178,18590,72,1,5051
13554,16160,14775,13707,47,1,5052
13711,14594,14537,14703,37,1,5053
13479,12545,12742,13365,24,1,5054
15458,16950,16054,16284,36,1,5055
18166,16111,19092,18375,54,-1,5056
13710,13971,14253,14323,32,1,5057
18165,17362,18858,17800,32,1,5058
18640,17149,18761,17519,27,-1,5059
23417,21809,22981,22346,42,1,5060
20270,21163,20650,19892,42,1,5061
14419,14733,13890,13845,47,1,5062
15131,15144,16100,14796,37,1,5063
11393,11972,11984,12757,39,-1,5064
14859,13831,13735,13667,32,1,5065
11688,11331,12148,12302,42,1,5066
21259,21396,21423,21657,27,-1,5067
22505,22150,21446,22468,32,1,5068
14002,13470,14345,13355,42,1,5069
15682,16044,15892,16065,37,-1,5070
21939,22224,21141,21600,37,1,5071
14878,17341,16381,13653,62,1,5072
14054,15431,15353,14740,47,-1,5073
12883,12755,13754,12260,32,1,5074
24313,22812,23626,23636,52,1,5075
11769,12950,11767,11094,37,1,5076
14705,14860,14432,15527,21,1,5077
18492,16785,17670,17467,21,-1,5078
13150,12396,14371,13816,31,1,5079
19990,19253,19402,19841,23,1,5080
20104,21044,19710,20846,37,-1,5081
37235,15947,17057,23325,33,1,5082
15743,15425,16672,18561,39,1,5083
13046,15829,15682,13814,32,1,5084
15989,15184,15019,15776,44,-1,5085
17360,17674,17488,16455,37,1,5086
16514,15507,16260,16820,44,-1,5087
14533,15872,12365,13828,42,1,5088
13227,13066,13066,13661,21,1,5089
14822,13976,14956,15033,20,1,5090
11610,11330,12113,10716,32,1,5091
18311,16761,19866,19009,41,1,5092
14108,12422,12409,12179,34,1,5093
26379,26045,25586,26915,32,-1,5094
14874,15363,15504,15566,32,1,5095
14531,13076,14400,13622,35,1,5096
12660,12883,12211,12641,62,1,5097
15171,15006,14468,15352,21,1,5098
18927,19061,18700,18969,47,-1,5099
21077,19938,24465,20648,21,1,5100
19279,18622,19363,19853,21,1,5101
13188,21600,12978,15122,29,1,5102
20177,18299,21221,22461,37,1,5103
13921,14542,15292,15446,37,1,5104
11853,11595,11552,12805,32,-1,5105
15654,17325,16516,16738,32,-1,5106
14389,14295,13359,14473,47,1,5107
16834,17913,18086,17894,32,1,5108
19279,15655,21474,19491,26,1,5109
12530,12943,13763,13323,47,-1,5110
16838,13872,18801,16223,41,1,5111
15578,15154,15659,16318,34,1,5112
23905,23008,24483,23292,27,-1,5113
18061,17552,17032,18975,47,-1,5114
19005,19618,18459,21600,36,1,5115
22752,23136,23562,21579,75,1,5116
11855,11122,12038,11490,34,1,5117
13283,14632,12949,15356,46,1,5118
15613,16207,16694,18048,59,-1,5119
15065,15779,14762,14392,27,-1,5120
15248,14837,14695,14392,42,1,5121
12190,12637,12077,11793,45,1,5122
17837,18428,19469,19031,37,-1,5123
17984,15888,17702,20141,39,1,5124
11488,11160,11746,11478,37,1,5125
11970,12991,12508,13086,52,1,5126
19433,15476,18618,21600,36,1,5127
18941,17250,18067,17078,49,-1,5128
21653,21600,22085,20937,21,-1,5129
12907,11897,12143,12568,37,1,5130
15163,16940,16258,14702,37,-1,5131
13270,11510,10738,14470,46,1,5132
18832,18867,17748,18205,42,-1,5133
19363,20147,18968,19465,32,1,5134
14066,14632,14992,16782,56,1,5135
11247,12305,12827,11348,26,1,5136
21753,21600,21010,22501,62,1,5137
19522,20358,19664,19497,52,-1,5138
14414,17949,21600,21600,57,1,5139
15581,14852,15392,15088,52,1,5140
12400,12107,12639,11417,44,1,5141
13802,16315,16037,17855,44,-1,5142
21150,21498,21651,21600,37,1,5143
20150,20258,23077,18335,27,1,5144
11295,11678,13670,13401,49,1,5145
16301,16653,15671,14558,21,1,5146
17420,18113,16930,17141,42,1,5147
13220,13135,12275,12324,57,1,5148
19905,20635,20535,19850,57,1,5149
15343,14648,14641,14178,32,1,5150
18099,14037,21600,18217,37,-1,5151
14441,14344,16890,16048,67,1,5152
20239,20416,19279,19548,37,-1,5153
13179,13570,12296,12487,27,1,5154
15376,14857,14704,16062,27,-1,5155
11403,10014,11609,10510,42,1,5156
13541,12347,12165,12558,37,1,5157
12440,14265,14856,13884,25,1,5158
15469,16784,15193,16441,57,1,5159
15215,11677,13051,13056,34,1,5160
14704,21600,14164,16116,48,1,5161
11850,16594,11348,13020,27,-1,5162
22831,23743,23452,23553,47,-1,5163
14554,15550,16219,15259,42,1,5164
12343,13310,13101,12184,47,1,5165
17433,16663,20361,20580,43,1,5166
11189,11403,11858,12045,13,1,5167
18503,19251,19982,19225,37,1,5168
21938,22936,22516,22168,47,-1,5169
17695,16671,16592,18079,32,1,5170
24304,23501,25366,24830,42,-1,5171
15201,15288,13527,14589,19,1,5172
13518,17437,14983,16257,34,1,5173
14091,15135,21600,16096,30,-1,5174
20145,21369,20014,20263,27,-1,5175
15059,15179,16624,17383,54,1,5176
19158,17578,18284,18047,42,1,5177
13405,12975,12632,12650,42,1,5178
14740,15397,16420,15528,27,-1,5179
15403,15749,14538,16383,42,1,5180
12881,12284,11194,11275,35,1,5181
20850,21558,21170,21600,27,1,5182
14303,17389,17539,21279,55,1,5183
13628,14917,16483,15634,50,1,5184
18160,18028,16875,17523,32,1,5185
17182,17947,18461,18022,32,1,5186
18037,18374,15787,21600,51,-1,5187
19792,19380,19509,20315,37,-1,5188
12131,11247,10921,12226,27,1,5189
14238,13082,13181,13683,37,1,5190
18843,19523,18677,18158,32,-1,5191
17414,17576,18488,17772,32,1,5192
18625,17770,17671,18012,37,1,5193
15350,14146,15473,14179,37,1,5194
15842,15843,15751,16543,32,1,5195
15341,18233,21656,21600,48,1,5196
13247,12211,12009,12195,35,1,5197
21072,21145,20209,20817,37,-1,5198
12744,12095,12455,12319,37,1,5199
18840,15352,21083,18826,22,-1,5200
12645,12901,12757,14867,54,1,5201
14402,16692,20113,20329,47,1,5202
15906,15448,15573,15219,36,1,5203
25073,21600,26293,25033,32,1,5204
16122,15576,17853,15635,45,-1,5205
15526,15216,14897,15940,57,-1,5206
11324,11674,11336,12236,47,1,5207
15335,15062,15587,16515,48,1,5208
21093,20992,21247,22147,21,-1,5209
13270,13841,14267,12771,44,1,5210
16562,12996,18390,21600,43,1,5211
21131,17534,19810,24114,55,1,5212
13620,12942,13431,13936,37,-1,5213
11324,11247,12997,12290,40,1,5214
20707,21428,21949,21531,24,1,5215
20532,20796,20106,21600,27,1,5216
21218,21924,21600,21753,57,1,5217
15824,15694,14575,15292,26,-1,5218
15942,14882,21600,16180,29,-1,5219
15244,13746,14141,14045,44,1,5220
16630,16157,16885,17356,32,1,5221
15612,15229,14508,14250,42,1,5222
15900,17936,18393,20164,37,-1,5223
17028,17647,16332,18526,52,-1,5224
15543,14139,15154,12620,45,1,5225
15154,16100,15688,16058,47,1,5226
16986,17611,14764,21600,27,1,5227
11621,10599,11357,11066,57,1,5228
11915,11840,11429,12962,37,1,5229
22508,21852,22586,21405,42,1,5230
18671,18586,18462,19734,21,-1,5231
16074,21600,19584,20237,42,1,5232
13286,13892,14124,14464,57,1,5233
15271,16312,15344,15403,37,1,5234
13389,21600,18356,16897,40,1,5235
10797,10463,10904,11609,37,1,5236
12735,12651,13319,12733,42,1,5237
14605,15750,13935,14841,37,1,5238
14171,14647,15162,14062,37,-1,5239
13945,12881,13916,13645,27,-1,5240
15914,14992,14470,21600,36,1,5241
14650,16829,15896,16144,43,-1,5242
12027,11875,11700,11518,37,1,5243
13926,13645,12839,13821,23,-1,5244
14183,13446,14325,14277,42,1,5245
21499,20684,21346,21945,52,1,5246
16562,15953,17084,16992,42,-1,5247
21022,21099,22015,20611,7,1,5248
13930,13185,13244,13009,37,1,5249
16639,15555,15436,16564,26,-1,5250
20169,20479,20455,21218,42,1,5251
15689,15057,16529,16391,32,1,5252
11620,16468,10159,9710,26,1,5253
13889,13462,11661,12058,33,1,5254
12431,11852,11240,12437,42,-1,5255
13498,14483,13104,14252,36,1,5256
15483,13412,13379,13159,45,1,5257
22274,22871,22984,22994,52,-1,5258
17249,16350,17795,17715,21,1,5259
13612,14100,12974,13985,36,-1,5260
14978,14268,15370,14640,27,1,5261
21290,20247,19640,20425,37,1,5262
17869,17639,17524,17462,29,1,5263
19675,20430,18800,20768,42,1,5264
14347,14386,16449,15369,37,-1,5265
14467,13720,15164,14026,32,1,5266
18909,18727,18045,19037,27,-1,5267
10635,11989,10243,11069,37,1,5268
12697,14473,13432,12958,38,-1,5269
11421,10887,13530,10544,35,1,5270
13151,16960,17184,21600,33,1,5271
14557,15559,14806,15635,37,-1,5272
15020,16204,15965,15486,57,1,5273
20969,21215,21809,21476,27,1,5274
20318,20102,19225,19357,32,-1,5275
15586,14499,15201,15712,46,1,5276
14502,13665,14519,13893,42,1,5277
17729,18326,17713,18093,27,-1,5278
16862,17233,16583,15751,46,-1,5279
16360,17394,17255,17074,32,-1,5280
18300,17785,18454,18292,21,-1,5281
21148,21695,21109,21388,34,-1,5282
16982,16175,15793,17588,46,-1,5283
15478,14884,15886,15601,27,1,5284
18330,17451,16966,17362,52,1,5285
17859,17661,18254,17764,41,1,5286
22122,22246,23046,22007,32,1,5287
17216,15833,17355,16775,47,-1,5288
14354,14689,17409,18111,38,-1,5289
16046,17203,16074,16658,27,1,5290
12065,21600,15018,13859,45,1,5291
15535,17794,16104,15965,42,1,5292
11769,10603,11527,12116,42,1,5293
13847,16552,13316,14566,36,1,5294
13614,14839,13133,11453,24,1,5295
15875,15056,15249,15909,0,0,5296
16311,17054,16670,17329,32,1,5297
18403,20097,18571,19517,42,-1,5298
19232,18859,18801,19139,42,-1,5299
15146,15579,17319,15514,28,-1,5300
15459,15762,18161,14321,35,1,5301
24430,23981,24760,23820,27,1,5302
19828,20110,18803,19323,62,1,5303
17810,18100,17135,18446,47,-1,5304
11857,13033,12306,11923,32,1,5305
17055,21600,14407,16795,41,1,5306
16215,15415,15702,17048,32,1,5307
20624,20278,20453,20776,47,-1,5308
9331,8743,9873,10343,37,1,5309
15999,16676,15833,15540,57,1,5310
14652,14931,14299,16608,54,1,5311
13485,13536,12277,12402,37,-1,5312
15895,15894,16393,15700,46,1,5313
16878,17701,16713,16169,21,-1,5314
12705,27456,14938,17602,42,1,5315
15311,14839,13897,14800,47,-1,5316
20960,21012,21180,21600,44,1,5317
12867,14023,12489,13541,37,1,5318
19793,20688,23334,21221,42,-1,5319
18412,18059,18387,17842,32,1,5320
18130,17674,17814,18894,36,1,5321
12617,11906,12734,11535,32,1,5322
13945,12913,17239,15702,36,-1,5323
18809,18310,26735,27464,48,-1,5324
11190,21600,11316,13938,49,1,5325
16177,16525,17305,16535,42,1,5326
13819,14145,13870,13312,32,1,5327
13504,13814,12155,12707,23,-1,5328
20146,20099,20097,19955,52,1,5329
14498,14005,13865,15227,47,1,5330
13774,14680,16843,11407,34,1,5331
15823,16379,13321,16243,22,-1,5332
19514,20670,20971,20188,42,1,5333
12774,12265,11388,12461,27,1,5334
20354,18870,19460,19499,27,-1,5335
12208,10858,11998,11701,52,1,5336
12309,11412,11332,11075,39,1,5337
15105,14851,15087,17243,36,1,5338
22858,22461,23298,23324,32,1,5339
17943,17161,15222,21600,32,1,5340
16352,17049,16283,16684,56,1,5341
18583,19421,18119,18466,21,1,5342
15267,15859,15600,15994,27,-1,5343
14107,13669,17358,14506,47,1,5344
14727,15174,13887,13952,32,1,5345
19840,20649,20656,20936,42,1,5346
19865,19276,20697,18948,73,1,5347
14039,13944,13413,13528,27,1,5348
16215,15873,15326,15302,47,1,5349
23417,24073,24229,24067,58,-1,5350
57688,29321,84017,58165,13,1,5351
20866,21595,20583,21771,36,1,5352
15775,14342,17140,19436,42,1,5353
19282,18547,18959,18129,75,1,5354
12946,13216,13522,14399,27,1,5355
17637,16876,16270,17088,27,-1,5356
15038,17836,22511,18908,30,1,5357
19849,19691,20917,20681,27,1,5358
13863,13482,13380,14532,28,1,5359
24609,24620,24422,24490,37,1,5360
17190,16977,17928,17502,62,1,5361
15908,17427,17647,16640,47,-1,5362
15840,15704,15159,15271,57,1,5363
20251,20468,19428,19813,42,-1,5364
14798,14186,13285,14087,32,1,5365
14329,12831,21846,16464,45,1,5366
17111,13234,19397,19898,42,-1,5367
15495,18038,17993,21600,52,1,5368
13014,12662,12608,13242,37,1,5369
17249,17083,18262,17577,47,1,5370
21106,22675,21015,22194,42,-1,5371
18180,18741,17281,18508,32,-1,5372
15175,16324,14765,16024,37,1,5373
13430,17494,21309,16459,23,1,5374
16349,16671,17588,16172,42,1,5375
20692,19982,21042,21004,62,1,5376
13326,13426,12908,12862,42,1,5377
19411,18919,18524,18876,21,-1,5378
11992,12939,11395,11442,37,1,5379
16509,17068,15451,16046,42,1,5380
19251,17708,17105,21600,46,1,5381
16570,15782,15596,16934,32,-1,5382
17616,21600,15352,17981,33,-1,5383
20361,14689,26285,20696,27,-1,5384
13769,11895,7371,21600,22,1,5385
16855,16236,15741,15862,17,1,5386
11750,13092,16708,12917,42,1,5387
13915,15242,14235,14567,32,1,5388
15779,15898,14650,16347,36,-1,5389
17650,21600,17487,13769,43,1,5390
13090,12857,15376,12854,40,-1,5391
18352,17527,18144,18598,32,1,5392
21925,22827,23037,21628,21,-1,5393
20153,21539,21183,20422,27,-1,5394
26448,27118,25523,26408,27,-1,5395
18885,23803,17527,15727,32,1,5396
15118,15973,17061,16489,37,1,5397
17250,16235,16038,16905,47,-1,5398
22546,23054,23259,21889,47,-1,5399
16149,15108,15997,15376,32,-1,5400
24867,26153,26620,25945,52,1,5401
19149,20043,19037,19895,37,1,5402
12276,21600,17417,17902,32,1,5403
13502,13164,12426,12567,39,1,5404
14180,14578,14476,13937,27,-1,5405
15227,14928,15303,15261,37,1,5406
15589,14824,15296,15759,52,1,5407
15234,14494,14498,14462,32,-1,5408
11845,11970,12332,11753,30,1,5409
15672,14554,16094,15565,37,1,5410
13346,13587,14471,14420,27,1,5411
19666,19073,19665,20053,25,1,5412
14623,16243,15735,15545,36,-1,5413
22951,23226,23451,23828,47,-1,5414
15752,16220,16114,17839,43,1,5415
16546,17418,15783,16249,32,1,5416
18587,17908,19181,19505,42,1,5417
21685,21725,21600,20978,37,1,5418
17023,15562,16083,16354,37,-1,5419
18993,17846,19616,18332,32,-1,5420
20279,21631,21178,20973,42,-1,5421
17545,16538,19011,21600,40,1,5422
13000,13491,14196,14373,37,1,5423
15199,16000,14712,15795,42,1,5424
24517,23615,25361,24865,42,1,5425
10865,12095,11381,12043,47,1,5426
13099,12244,12897,12290,36,1,5427
18240,19824,18411,19318,37,-1,5428
16658,16379,18708,20123,52,-1,5429
12578,11951,12547,11470,32,1,5430
16329,14431,19989,14951,43,1,5431
17185,17638,16737,16330,32,1,5432
16064,16319,16621,15769,31,1,5433
12695,12036,11200,11099,23,1,5434
14630,14221,13935,13747,21,1,5435
19412,19024,20085,19544,37,1,5436
12930,14026,14284,13032,47,1,5437
15647,15502,15775,18578,45,-1,5438
12636,13487,13340,13108,37,1,5439
14815,14714,14576,13525,44,-1,5440
15438,14246,17322,16529,57,1,5441
16899,17624,16641,17615,32,-1,5442
18104,17630,18432,19238,32,1,5443
