time_in_2012,time_in_2013,time_in_2014,AGE,GENDER
19271,17874,18525,37,1
14731,15534,14869,19,-1
15212,15778,15433,47,1
14517,14928,13719,14,1
19242,18975,16937,36,-1
19444,19917,21034,37,1
19571,18553,18365,21,-1
25996,26466,25233,21,-1
14920,15245,15135,42,1
14050,13226,14306,32,-1
12484,11556,11309,37,1
15836,16659,17185,21,1
18758,17699,18429,42,1
19044,18363,18163,17,-1
16654,16360,17559,23,-1
11241,12450,12940,32,1
21547,21600,23424,37,-1
17807,18340,18050,37,1
16577,16835,15322,35,1
16577,16835,15322,35,1
12110,12899,11491,46,1
14791,14386,16467,38,-1
19438,20789,19129,52,1
18367,17941,16981,37,-1
14091,15308,15825,56,1
14355,14046,14318,47,1
18504,17395,18095,62,1
18499,17806,19229,21,1
25833,25245,25499,32,-1
25451,24535,24004,37,-1
15401,16341,15595,32,-1
23111,23389,23876,55,1
15068,16063,15131,27,1
15538,16986,16210,44,1
15963,16052,16147,46,-1
16977,18271,18627,37,1
17233,17537,17652,21,-1
14691,13435,14070,37,1
17616,17241,18242,57,1
23858,24484,22821,57,-1
12460,12792,13157,42,1
26696,25457,26373,32,-1
10049,11036,11639,42,1
18549,18795,17968,27,-1
17798,17239,17317,21,1
14430,15384,14722,21,1
12149,12972,13652,37,1
12101,15167,11440,34,1
21200,19541,20325,75,1
19167,17526,17369,45,-1
19273,17533,17729,42,1
15404,14574,19714,40,-1
14053,12988,12651,57,1
10959,10630,11828,57,1
18198,19615,18842,32,1
24500,23562,23325,21,-1
19429,18983,19622,52,1
17448,18535,17842,32,1
15624,14493,15293,37,1
15330,14997,15641,42,1
19009,18360,18445,21,1
12309,12500,12000,59,1
12825,12357,12069,46,1
14395,17214,13996,59,1
14588,14195,15132,35,1
17508,18817,18073,32,1
17219,16758,18168,40,1
17951,18989,17699,21,1
14869,15790,14906,32,-1
19390,19163,19329,37,1
14736,16086,15133,27,1
20999,21887,21531,42,1
16716,15382,16477,56,1
16001,16920,16068,46,1
13644,12445,12763,52,1
14230,14350,13873,21,-1
22047,21209,21134,21,1
20976,20225,20569,21,1
13185,13242,13789,37,1
17543,16843,17473,52,1
13904,13805,15032,21,1
12861,14051,12621,44,1
11904,13038,13271,27,1
20491,20804,20049,41,-1
20570,19841,21710,47,-1
14394,14271,13991,52,-1
15997,16493,15206,52,1
16110,18194,17980,35,-1
15875,15590,16190,27,1
19400,19182,18365,27,1
17242,21600,18174,40,-1
13561,13437,13897,37,1
19444,19942,19115,21,-1
16882,13840,19050,42,1
17716,18882,17907,32,1
12512,11427,11423,36,-1
14841,15147,14067,16,1
21946,21066,21787,57,1
15170,15219,15729,42,1
11166,11700,11966,32,1
19387,18657,19333,57,1
20266,19711,21129,32,1
15393,15814,16026,37,1
15335,14622,15269,52,1
16924,17611,17428,21,1
14873,13547,15389,37,1
11994,12447,11491,26,1
14588,14786,14640,27,1
17670,16942,17806,67,1
13795,15323,15271,42,-1
12646,16718,11919,41,1
21113,22077,20819,32,1
17586,16652,16479,52,1
20834,22034,21006,42,1
14060,13049,12705,36,1
13257,14875,14828,37,-1
18142,18745,18123,37,1
16389,16235,15390,47,1
13626,12979,14557,32,1
14235,15482,15688,37,1
19793,20003,19497,34,-1
19480,17636,22010,34,-1
20086,19210,20074,47,1
14251,15890,13627,53,1
13702,13530,12679,27,1
16004,16667,15408,41,1
14692,14004,14388,54,-1
21138,21022,20597,57,-1
15057,15943,15979,32,-1
16087,16851,15589,37,1
14099,13368,14087,32,1
16821,17900,17399,21,1
17028,17916,16848,27,-1
15848,16282,16140,47,1
12412,13482,12620,66,1
20452,21977,21718,62,1
14494,15366,14495,27,-1
18957,19171,17854,27,1
26414,25265,26343,47,1
16765,16586,15914,21,-1
14596,13197,14737,47,1
16220,16188,14902,37,-1
11728,11814,11270,37,1
13146,12598,12871,52,1
15601,15903,16429,21,1
20158,20387,19215,37,-1
12776,13512,13387,40,1
16410,15394,16468,27,1
18878,18895,18287,16,-1
20666,20263,19849,27,1
16916,16104,17395,47,1
23637,23214,22462,57,-1
15479,14933,13519,35,1
16725,15010,16591,30,-1
17016,15946,15670,42,1
14487,15177,15620,32,1
15437,14097,13885,56,1
13372,14141,12956,21,1
11046,12528,10767,46,1
14020,13636,13134,52,1
17252,17707,17587,47,1
11288,11308,11079,27,1
14088,11688,18281,22,1
12389,13439,13872,42,1
11953,12644,13082,21,-1
18547,22963,24303,60,1
13962,13957,13910,47,1
11874,12066,11972,52,1
16061,15279,14554,27,-1
15327,20490,15168,38,1
17155,18871,17046,27,-1
11809,11934,11488,39,1
21536,21162,21755,27,1
21406,20464,18912,32,1
13197,11765,12336,26,-1
22606,23876,22928,32,1
14268,14078,12822,36,1
20387,21139,18728,47,1
16083,19146,18103,42,-1
16260,16668,15709,32,1
15206,15644,16688,27,1
18698,19266,18914,56,1
24442,23695,25400,36,-1
20433,19830,20318,42,-1
22826,22464,22430,42,-1
16312,15905,15550,37,-1
11813,13184,12638,35,1
19284,19535,20004,24,1
18572,17166,16128,54,1
13083,12460,13265,47,1
13683,14516,14686,27,1
15666,15399,14960,42,1
15752,14451,14533,32,-1
14581,13317,14009,21,-1
20877,20371,21620,75,1
14612,15250,14267,32,1
21625,21899,22143,52,1
13532,13977,14949,34,1
17878,15760,18804,47,1
15524,15222,15311,47,1
17711,16957,16085,32,1
14719,14147,15706,21,1
16699,17467,18786,53,1
15369,16234,16411,27,1
12462,12921,11803,52,1
19032,19491,19359,52,1
19176,19315,18410,27,1
18346,18460,19391,47,-1
11139,11229,11310,42,1
12968,11962,13198,57,1
12692,13204,11691,37,-1
23246,23259,22784,27,1
18716,18302,19498,27,-1
18595,19566,19011,47,1
17031,16103,14914,28,1
15704,14227,13462,40,1
14575,13425,13613,42,1
18696,20190,19143,42,1
15990,15741,17203,52,1
12697,12004,12940,36,1
18034,18953,17367,37,1
19398,20464,19965,47,1
21598,21189,21847,47,1
13915,15023,14403,57,1
12954,11809,11638,35,1
21730,21589,22854,37,1
18393,19248,18717,37,-1
11196,12358,11369,46,1
21845,20696,18849,37,-1
16139,15961,16779,42,1
18564,18886,19434,46,1
13574,12546,12419,42,1
16711,17308,18009,52,1
25255,25881,25474,37,-1
12561,12331,11568,32,1
21253,20496,19954,23,1
20191,18641,19476,37,1
8947,10302,10938,47,1
20220,20888,20044,21,-1
17700,17912,18261,37,-1
16503,16356,16152,21,1
12024,12645,13019,42,1
20538,21722,23160,37,-1
16904,16241,16939,47,1
15209,14531,15797,52,1
13766,14320,13291,47,1
17846,16439,17975,54,1
12551,21600,16521,45,-1
14379,15501,15928,34,1
17044,15643,16982,21,1
19647,19901,19168,47,1
17891,18726,17264,32,1
20615,20336,21642,54,-1
17276,17613,17177,42,1
19989,20333,20195,37,1
13144,12037,11970,52,1
13552,14171,13605,52,1
14382,13995,13806,29,1
20759,21176,20584,57,1
10905,12160,11992,27,1
18153,17467,17593,38,-1
16690,16533,17934,35,-1
16499,16839,16367,21,-1
19303,18960,18646,32,1
15720,15860,17095,32,-1
16940,16673,16336,44,-1
15782,16385,15981,37,1
10501,9884,9999,46,1
18244,17113,16972,21,1
15582,16970,15846,37,-1
19883,20112,21020,21,-1
23293,22441,21988,42,-1
23232,23801,23822,52,-1
17273,17483,18268,52,-1
17415,18549,18348,32,-1
18585,18213,19242,47,-1
13118,13656,13951,32,1
23415,23228,24573,42,1
11605,11467,11173,37,1
13705,12987,13361,36,1
15065,15778,14428,52,1
16591,16577,17118,32,1
14963,14296,15403,27,-1
20777,19913,20344,16,1
19801,20041,20378,27,1
18146,19118,19042,21,1
22797,22801,21903,21,1
19743,20230,19190,27,-1
18787,18261,17934,42,1
13587,14410,14209,37,1
13940,15715,13804,56,1
13865,12607,12835,27,1
15714,14965,15664,27,1
20772,19437,19694,21,-1
23784,23747,31075,42,1
21052,20050,20798,47,-1
20960,17194,20323,52,1
14445,15467,16459,37,-1
13328,14256,13091,24,1
19010,19352,19267,27,-1
21683,21217,21999,21,1
13776,13849,13310,54,-1
11947,12732,11963,37,1
16297,16616,17008,42,1
15620,15524,15329,35,1
17268,15732,16558,67,1
15983,16167,15474,27,1
14235,15614,14588,51,-1
15383,15027,14345,17,1
23378,23865,23322,37,1
17378,17162,16749,27,1
16903,17749,16176,52,1
20149,19906,20465,57,-1
14259,14230,17414,34,1
20607,21431,21868,37,1
15478,14441,15868,23,-1
19104,18185,19201,16,-1
21745,21036,20556,27,1
19285,18301,17946,46,1
20698,22106,22093,44,-1
13898,14051,13360,36,-1
20935,21774,20027,32,1
15040,13809,21600,39,-1
13560,12943,13869,40,1
19956,21291,16164,36,-1
13187,13289,13342,36,1
15817,19295,17977,70,1
20026,20624,20649,27,1
16792,16466,16144,52,1
18947,19685,18612,37,1
10508,10851,10181,47,1
19475,18952,19153,21,1
13746,12258,13084,52,1
19007,19237,21443,37,1
19161,18594,19079,37,1
22533,23133,23562,42,1
13041,12995,12547,37,1
20602,21250,19595,32,-1
17087,15595,15515,27,-1
19988,19125,20584,52,1
14126,14493,13956,65,1
13997,14457,15264,19,1
13052,13308,13986,27,-1
16141,17824,16251,27,1
16115,16005,16773,27,1
11608,11018,11635,46,1
21000,21620,20298,27,1
18129,17649,19240,37,1
14283,14391,16018,20,1
20020,19089,19763,27,-1
15054,15795,16576,32,1
21079,21610,21373,21,-1
15144,14081,15879,27,1
16600,15442,14841,21,1
11484,11667,10777,34,-1
14535,15031,14569,21,-1
14267,14529,13655,37,1
13895,13529,14766,37,1
16309,16407,16798,42,1
13933,14213,14038,44,1
14026,14369,13813,37,1
15691,15755,16760,42,-1
14654,13516,13896,42,1
13227,12667,13109,32,1
12359,14078,11880,56,1
20990,20843,21309,32,1
18704,18625,18247,52,1
16949,15674,16720,47,1
19270,20315,19951,47,1
17514,18050,18090,37,1
20611,19732,21860,32,1
17125,17421,16841,42,1
17120,16232,15621,27,1
15560,17117,16409,27,-1
19746,18284,18587,52,1
12974,13507,13349,35,-1
16926,15950,16510,32,1
18113,17561,16986,32,1
14487,15929,12511,54,1
15852,19561,16819,43,-1
15318,16668,16889,37,1
20453,20360,20830,32,-1
16999,21600,17402,40,1
14442,14047,14181,27,1
13442,12688,13148,52,1
22218,22521,22634,47,1
16507,16712,17045,57,1
15863,16885,17148,27,1
19562,19481,18689,42,1
32177,18516,17954,30,1
13042,12325,12061,45,1
15307,14568,13875,42,1
16365,16640,16538,32,-1
14025,15052,15131,52,1
18288,18418,17916,47,-1
18518,18978,19220,52,1
14173,15204,14145,62,1
15040,15205,13789,67,1
18931,17858,18453,37,1
14812,15201,13400,42,-1
12300,13140,12573,37,1
17187,17272,16996,32,-1
15378,15701,14875,52,-1
18120,19369,17715,42,1
12534,11503,11524,33,-1
17910,16950,17120,36,-1
19982,20297,17623,53,1
15687,15474,16961,21,1
12550,12490,11376,21,1
14939,13837,13066,37,1
19802,20492,19008,21,1
17443,17725,16753,36,1
13133,12500,13673,47,1
20612,22045,20601,37,1
17633,17063,18108,44,1
12405,13733,12681,37,1
14088,13622,14997,42,1
22995,22447,23408,42,-1
14819,14649,14067,21,-1
18695,19226,19567,37,-1
18202,19655,18393,44,1
26280,26115,26505,37,-1
14250,14941,13703,37,1
16043,16228,16578,42,1
15273,14360,16055,37,1
21378,19739,19424,37,1
18598,15116,13763,46,1
21604,22495,21741,47,1
20127,20343,19338,23,1
15279,14415,14535,57,1
13900,13121,12762,37,1
13624,14466,13136,21,1
18274,17470,17523,27,-1
17239,17153,17950,44,-1
14357,13184,14175,46,-1
14987,15239,14861,36,1
20659,20028,19914,27,1
17650,16657,16986,42,1
16562,16669,15355,21,1
15379,16330,15400,47,-1
22535,22686,21511,21,1
13896,12710,13085,27,1
10345,10866,11137,31,1
12099,12681,12258,24,1
16308,17667,16898,27,1
19857,19814,19118,47,-1
16345,16997,15912,21,1
19790,19279,19587,32,-1
18542,19017,18919,37,1
17425,13590,17375,37,1
15779,16099,15987,52,1
15740,15006,14770,32,1
20832,22318,22581,21,-1
14305,14866,13767,42,-1
13519,14062,13918,47,1
14767,15129,15642,23,-1
18638,18007,19095,37,1
19807,20259,19171,47,1
18621,19209,18517,32,-1
20795,21313,20198,67,1
12627,12970,14228,36,1
15748,14761,14626,32,1
12821,12775,12761,44,1
11610,11543,12122,36,1
20932,21014,20620,42,-1
10888,10700,11567,34,1
19950,20154,21512,37,1
17154,18432,16920,27,-1
14568,15201,15105,51,1
13914,12327,11725,39,1
13453,14313,13316,21,1
17342,17476,16980,52,1
21049,21717,21600,40,-1
19425,19677,20473,37,-1
15530,14681,14017,27,-1
20419,20849,21511,47,-1
19177,19006,18734,42,1
16948,16017,17045,37,1
19174,18885,20189,42,1
14746,14937,13817,36,-1
9662,10838,10486,44,1
12413,12582,13231,47,1
18426,17223,17829,47,-1
10682,10964,11242,47,1
21042,20996,21360,27,1
13412,13623,14530,37,1
16423,16775,13985,45,1
20708,21128,21325,42,-1
19593,19329,20552,42,1
16540,17366,18051,42,1
21388,21693,22681,62,1
11106,11647,12361,57,1
13566,12819,14657,52,1
16472,16948,15794,32,1
12549,13771,13415,35,1
16405,16956,15431,42,1
13383,13394,14720,57,1
11514,12291,11467,32,1
24703,24350,25939,42,-1
19599,19692,19094,47,1
20721,21766,20406,47,-1
19343,19133,19842,17,1
17198,21600,17327,47,1
14300,15091,14035,42,1
15648,16236,16213,21,1
24106,22582,21600,71,1
16210,17067,17258,44,1
19177,19196,18877,37,-1
15720,15639,17068,37,1
16590,15769,16290,21,1
22113,20898,22420,27,-1
18835,18012,18682,21,1
17965,16558,14568,37,1
14172,14891,15147,32,1
17327,16472,16558,27,1
21919,22284,22598,42,1
18819,19838,20250,37,-1
11824,13048,13131,37,1
14315,15678,15401,47,1
13398,14039,14255,21,1
14985,15525,15685,21,1
16024,15984,17038,32,-1
18018,18742,18012,56,1
14689,13857,14379,37,1
22427,22734,21479,47,-1
20861,21380,20373,27,-1
11184,14440,13400,45,1
18826,19208,20421,27,-1
15433,15994,14784,52,1
16512,15565,16459,35,1
12626,13232,13779,37,-1
12191,12776,13653,37,1
19420,18878,20267,27,1
17436,17811,18227,47,1
19748,21365,19980,32,1
19935,20119,20183,27,1
13789,14233,13849,27,1
20035,19401,18383,36,1
20520,21600,19909,74,1
16589,16733,17396,32,-1
20913,21068,20320,47,1
16288,15007,15423,34,-1
20206,19423,18918,37,1
14435,15365,15569,44,1
13477,12047,12896,46,1
23531,22159,21955,57,1
9405,9405,9713,46,1
13063,11996,14106,41,1
18995,18920,20069,37,1
12300,12413,11269,23,1
10680,11619,10758,37,1
20693,21163,21550,37,1
14449,15379,15265,46,1
19890,19432,18946,55,-1
13681,14034,15227,27,1
16986,17934,18300,57,1
13213,12169,11566,23,1
14958,14544,16891,49,1
22267,17496,22711,21,1
12788,13264,13371,27,1
21852,22956,23149,21,1
16361,16831,17623,44,1
13918,12874,12839,36,1
15853,14495,14276,62,1
14581,13042,12745,47,1
13641,13733,14457,34,1
17712,17090,15969,47,1
17780,18513,18301,57,1
13940,13702,14229,42,1
17902,16961,17667,37,-1
18104,17162,17060,21,1
13551,14462,14268,37,1
19842,20319,20910,27,-1
18945,18875,20134,37,1
15506,17883,18079,54,1
19258,19407,18111,37,1
26258,25770,25047,32,1
26067,26767,27082,21,1
13627,14223,13046,36,1
20226,20048,19798,44,1
14015,14206,15098,35,1
12947,12210,11459,36,1
20015,20831,20658,42,1
12569,14095,11113,34,1
17667,17478,18025,47,1
15114,14594,15178,27,1
12972,11615,11701,34,1
12772,15555,13642,53,1
11080,12173,12331,32,1
15374,14656,14427,47,1
20337,20390,19104,21,1
14979,15020,14115,21,1
19144,19797,19903,42,-1
21703,21857,21807,47,1
18008,17748,19232,19,-1
19785,20419,20054,52,-1
18505,17280,18410,47,1
22725,23788,24361,27,1
19762,19928,20494,42,1
24334,24966,25034,47,-1
21991,22084,22164,27,1
12569,12845,12374,37,1
22986,22417,23387,47,-1
12357,10855,11952,37,1
18675,18274,18073,32,1
16852,17141,15754,52,1
17845,17746,18228,57,1
17068,16853,16597,27,1
22411,22854,21504,37,1
17096,16994,17537,42,1
13745,13569,14617,42,1
17920,16353,18242,37,1
16951,16291,15754,47,-1
18064,17769,18759,27,1
21009,19694,21099,62,-1
12749,13374,12341,27,1
18024,16810,18006,44,1
14584,14815,15587,42,1
16437,16272,15813,37,-1
15248,15078,14116,32,1
20471,20388,20500,21,1
14438,16196,16958,58,1
11670,11835,11438,36,1
16855,16670,16957,37,-1
19897,19123,19819,57,1
18578,18163,19073,47,1
14543,15591,15104,61,1
14803,15580,15450,37,1
21353,22583,22447,36,1
21413,20700,21896,44,1
22723,22536,22313,37,-1
14049,13655,16178,45,1
13575,12377,13664,56,1
21784,23099,23214,52,1
16599,14878,15672,37,1
17947,17938,16386,42,1
17931,17719,18332,0,0
13692,15280,14579,32,1
26433,27186,25507,37,1
13229,12533,12510,42,1
18801,19366,19243,27,-1
17517,18905,19234,21,1
14042,13624,14741,54,1
22179,21528,22029,52,-1
15937,14998,14990,46,1
25690,25002,23989,62,1
22809,21890,23000,32,1
14666,14129,14962,21,1
22281,21408,21093,21,1
24058,24161,23923,32,1
15859,15642,15946,52,1
20124,20116,20238,42,1
19313,19404,19453,37,-1
18061,18844,17761,37,1
19739,20392,19807,26,1
21137,21692,20043,27,1
23060,23029,23153,27,-1
17935,17746,16639,17,1
18405,16465,18391,46,-1
14344,14418,14073,36,-1
16029,16195,15293,21,-1
14639,14175,14321,43,1
20197,20118,20596,32,1
16279,17886,16938,27,-1
14473,14146,14236,37,1
19160,19217,17966,44,1
24609,24945,24253,57,1
17702,18598,19156,32,1
11354,11761,11178,42,1
14340,14245,15584,54,-1
15132,13671,15044,30,1
16892,16735,17193,47,1
23013,22646,22704,27,1
14846,14037,15268,44,1
16372,16582,16859,21,1
18033,14343,14637,43,-1
15710,16202,15456,47,1
17738,18558,17186,32,1
15411,16932,15664,52,-1
16107,15771,14828,47,1
18781,18272,19050,37,1
14289,14961,14919,32,1
17255,18170,16651,27,1
19933,19941,20920,47,-1
12365,12772,14076,36,1
15192,14103,14975,57,1
17026,17798,18273,27,1
11964,12879,12132,34,1
17860,17138,16546,42,1
18654,18191,18096,42,-1
17264,16242,17278,44,1
21987,21063,21821,32,-1
15332,15758,15754,39,-1
19636,19111,18375,42,1
16431,14766,16395,52,1
18757,18938,19470,46,1
22502,21266,23072,27,-1
20647,20718,19437,52,-1
21320,21949,20291,32,-1
20127,19555,19949,32,-1
11101,12435,10638,61,1
21184,22003,22622,52,1
15317,15245,15277,56,1
12462,14791,13856,56,1
17716,16754,17600,37,1
24002,22904,24229,32,-1
18728,18583,19404,32,1
19657,18470,19174,26,1
18913,18853,17857,56,1
16180,16258,17105,23,-1
14886,14322,15658,36,1
14928,15960,14443,32,1
17995,18039,17881,47,1
15235,15376,14361,42,1
13602,13201,14335,45,1
14826,15391,15005,42,1
18046,18267,17755,21,-1
13022,13533,14027,54,1
10714,9829,10866,42,1
20174,19965,19997,62,1
11754,12514,11259,23,1
14120,15064,13948,45,1
16835,16155,15488,54,1
17007,17537,17195,44,1
14521,21600,18479,47,1
21759,22182,21805,37,1
14622,14527,15016,27,-1
14262,14882,14594,31,1
20766,22106,21202,42,1
