Id,Gender,avg(Age),avg(AvgTime)
4432,M,27.0000,11014.000000000
4433,M,52.0000,11719.000000000
4434,M,42.0000,19954.000000000
4435,M,37.0000,15859.000000000
4436,M,32.0000,14820.000000000
4437,M,37.0000,13578.000000000
4438,F,55.5000,17281.000000000
4439,M,42.0000,15923.000000000
4440,F,25.0000,16716.333333333
4441,F,32.0000,17136.000000000
4442,M,33.2500,15732.500000000
4443,M,36.7500,18785.250000000
4444,F,21.0000,15722.000000000
4445,M,47.0000,12638.000000000
4446,M,27.0000,17038.000000000
4447,M,52.0000,21491.000000000
4448,F,27.0000,17191.000000000
4449,M,45.0000,17228.000000000
4450,F,27.0000,15400.000000000
4451,M,37.0000,16348.000000000
4452,M,37.0000,11297.000000000
4453,M,67.0000,16596.000000000
4454,M,47.0000,13278.000000000
4455,F,44.2000,15205.600000000
4456,M,47.0000,17865.000000000
4457,M,35.5000,16237.000000000
4458,M,32.6667,15067.666666666
4459,F,27.0000,22255.000000000
4460,M,21.0000,11335.000000000
4461,M,32.0000,23202.000000000
4462,M,42.0000,16285.000000000
4463,M,42.0000,21705.000000000
4464,M,37.0000,15021.000000000
4465,M,21.0000,20029.000000000
4466,M,45.3333,16445.000000000
4467,F,32.0000,15306.000000000
4468,M,47.6667,18666.666666666
4469,F,27.0000,17245.000000000
4470,M,24.4286,18490.571428571
4471,M,21.0000,16111.000000000
4472,M,37.0000,19242.000000000
4473,M,41.5714,15851.285714285
4474,M,32.3333,14610.500000000
4475,M,32.0000,15669.000000000
4476,M,32.0000,13949.000000000
4477,M,21.0000,12831.000000000
4478,M,47.0000,15839.000000000
4479,M,33.2500,15276.500000000
4480,M,37.0000,12920.000000000
4481,M,47.0000,16290.000000000
4482,M,32.0000,19079.000000000
4483,M,35.5000,16738.500000000
4484,M,48.6667,14685.000000000
4485,F,27.0000,18848.000000000
4486,F,42.0000,13482.000000000
4487,F,47.0000,20625.400000000
4488,F,35.5000,15389.000000000
4489,F,42.0000,17308.000000000
4490,M,52.0000,12239.000000000
4491,M,42.0000,12963.000000000
4492,M,42.0000,15620.400000000
4493,M,47.0000,20433.333333333
4494,M,52.0000,20295.500000000
4495,M,25.0000,13074.000000000
4496,F,32.0000,23452.500000000
4497,F,21.0000,18561.000000000
4498,M,52.0000,31860.000000000
4499,M,16.0000,14448.666666666
4500,M,42.0000,12079.000000000
4501,F,52.0000,19056.000000000
4502,M,34.5000,20244.000000000
4503,F,52.0000,18513.000000000
4505,F,27.0000,18909.000000000
4506,M,25.5000,16314.000000000
4507,M,27.7500,14564.375000000
4508,M,27.0000,17296.000000000
4509,F,32.0000,19922.333333333
4510,M,52.0000,12210.000000000
4511,M,32.0000,14588.000000000
4512,M,57.0000,18851.400000000
4513,F,37.0000,14860.000000000
4514,M,27.0000,16999.000000000
4515,M,37.0000,11343.000000000
4516,M,42.0000,18283.500000000
4517,M,27.0000,13419.000000000
4518,M,42.0000,16313.000000000
4519,M,32.0000,15463.000000000
4520,M,57.0000,19851.000000000
4521,M,53.2500,17582.250000000
4522,M,33.0000,11912.714285714
4523,M,27.0000,9906.000000000
4524,M,47.0000,18710.000000000
4525,M,52.0000,15870.666666666
4526,M,52.0000,17544.500000000
4527,F,25.0000,15557.666666666
4528,M,42.0000,11679.000000000
4529,M,52.0000,10595.000000000
4530,F,32.0000,13216.500000000
4531,F,32.0000,23627.000000000
4532,F,37.0000,22230.000000000
4533,M,37.0000,11691.000000000
4534,F,27.0000,19260.000000000
4535,M,32.0000,18815.500000000
4536,M,57.0000,23286.500000000
4537,F,21.0000,18661.000000000
4538,F,47.0000,14054.000000000
4539,M,27.0000,18536.000000000
4540,F,25.2000,15655.200000000
4541,M,21.0000,12500.000000000
4542,M,37.0000,21600.000000000
4543,M,21.3333,15297.000000000
4545,F,27.0000,18534.000000000
4546,F,37.0000,20771.000000000
4547,M,62.0000,15210.000000000
4548,M,43.7500,11902.750000000
4549,M,37.0000,22205.000000000
4550,F,38.0000,20173.000000000
4551,M,37.0000,21600.000000000
4552,F,37.0000,15683.000000000
4553,M,37.0000,22644.000000000
4554,M,44.3333,16890.000000000
4555,M,32.0000,16199.000000000
4556,M,21.0000,18034.000000000
4557,F,32.0000,16719.000000000
4558,M,32.0000,15271.000000000
4559,M,42.0000,13952.333333333
4560,F,37.5714,14736.571428571
4561,M,42.0000,13784.000000000
4562,M,34.8000,13750.600000000
4563,M,37.0000,13362.000000000
4564,F,40.0000,16761.200000000
4565,M,27.0000,14685.000000000
4567,F,42.0000,15236.000000000
4568,M,44.8000,13464.400000000
4569,M,57.0000,15210.000000000
4570,M,42.0000,16419.000000000
4571,F,27.0000,18562.000000000
4572,M,62.6667,16349.666666666
4573,M,27.0000,11327.000000000
4574,M,42.0000,11185.000000000
4575,M,52.0000,13582.000000000
4576,F,62.3333,15491.666666666
4577,M,32.0000,15918.000000000
4578,M,35.5000,12307.000000000
4579,M,35.5000,18534.500000000
4580,M,43.0000,16875.500000000
4581,F,37.0000,19808.000000000
4582,M,37.0000,12757.500000000
4583,M,37.0000,15850.000000000
4584,F,47.0000,14396.000000000
4585,M,67.0000,20277.000000000
4586,F,27.0000,15694.000000000
4587,M,52.0000,16470.000000000
4588,F,37.0000,19315.000000000
4589,M,44.0000,19995.000000000
4590,M,32.0000,21600.000000000
4591,F,32.0000,17120.000000000
4592,M,32.0000,14500.000000000
4593,M,32.0000,11686.000000000
4594,F,47.0000,19752.000000000
4595,F,50.7500,20152.250000000
4596,M,21.0000,17328.000000000
4597,M,42.0000,17316.000000000
4598,F,42.0000,14548.000000000
4599,M,58.4545,14878.454545454
4600,F,36.8000,13400.000000000
4601,M,47.0000,17081.000000000
4602,M,16.0000,16650.000000000
4603,M,54.5000,15084.000000000
4604,M,22.5000,14467.000000000
4605,M,53.2000,14062.000000000
4606,M,27.0000,12396.000000000
4607,F,48.6667,15633.000000000
4608,M,32.0000,19040.000000000
4609,M,32.0000,14236.000000000
4610,M,52.0000,16269.000000000
4611,M,37.0000,14275.000000000
4612,M,38.3333,17079.666666666
4613,F,32.0000,18436.000000000
4614,M,21.0000,20970.000000000
4615,M,27.0000,17032.000000000
4616,M,32.0000,11529.000000000
4617,M,25.5000,13718.500000000
4618,M,37.0000,14180.000000000
4619,M,37.0000,15048.500000000
4620,F,42.0000,14865.000000000
4621,M,24.7500,13013.500000000
4622,M,54.0000,12610.000000000
4623,M,21.0000,13893.000000000
4624,M,46.0000,14747.000000000
4625,M,62.0000,17156.000000000
4626,M,37.0000,13650.000000000
4627,M,21.5000,18930.000000000
4629,F,32.0000,20390.000000000
4630,M,47.5000,14014.250000000
4631,M,37.0000,15267.000000000
4632,M,37.0000,19677.000000000
4633,M,47.0000,18928.000000000
4635,M,32.0000,13529.000000000
4636,F,26.0000,19418.666666666
4637,M,54.3333,14142.000000000
4639,F,57.0000,15114.333333333
4640,F,52.0000,17239.000000000
4641,M,21.5000,16486.000000000
4642,M,27.0000,14610.000000000
4643,F,32.0000,15263.000000000
4644,M,62.0000,13911.500000000
4645,F,27.0000,21206.500000000
4646,M,62.0000,20001.000000000
4647,M,52.0000,11429.000000000
4648,F,43.0000,15061.500000000
4649,M,57.0000,16606.000000000
4650,M,52.0000,15045.000000000
4651,M,42.0000,20537.000000000
4652,F,32.0000,21087.000000000
4653,F,47.0000,22776.000000000
4654,M,52.0000,14980.000000000
4655,M,46.4000,14162.200000000
4656,F,42.0000,23098.000000000
4657,F,42.0000,22107.000000000
4658,M,52.0000,16295.000000000
4659,M,47.0000,21957.000000000
4660,F,32.0000,17229.000000000
4661,M,34.2000,13389.000000000
4662,F,27.0000,25047.000000000
4663,F,20.7500,15054.000000000
4664,F,47.0000,21271.000000000
4665,F,42.0000,15265.000000000
4666,M,42.0000,15430.000000000
4669,M,21.0000,17386.000000000
4670,M,37.0000,14430.000000000
4671,M,32.0000,17062.000000000
4672,F,27.0000,14993.000000000
4673,F,42.0000,21680.000000000
4674,M,32.4000,13937.000000000
4675,F,57.0000,16093.000000000
4676,M,57.0000,21600.000000000
4677,M,40.5000,14107.500000000
4678,M,32.0000,14592.000000000
4679,M,45.5000,12273.500000000
4680,M,47.0000,14142.000000000
4681,M,52.0000,20801.000000000
4682,M,39.5000,14800.750000000
4683,F,36.0000,20096.666666666
4684,M,42.2500,17825.875000000
4685,F,37.0000,20646.500000000
4686,M,33.0000,14338.500000000
4687,F,37.0000,17715.000000000
4688,M,27.0000,15629.000000000
4689,F,37.0000,17100.000000000
4690,M,47.0000,15095.000000000
4691,F,47.0000,20308.000000000
4692,F,42.0000,16005.000000000
4693,F,47.0000,15424.500000000
4694,M,46.1429,15419.000000000
4695,M,37.0000,16175.000000000
4696,F,47.0000,20355.000000000
4697,M,37.0000,13055.000000000
4698,F,42.0000,16344.000000000
4699,F,21.0000,12411.000000000
4700,F,42.0000,18066.500000000
4701,M,37.0000,18742.000000000
4702,F,45.0000,16597.000000000
4703,F,37.0000,17352.000000000
4704,F,42.0000,17866.000000000
4705,M,43.0000,16415.000000000
4706,F,42.0000,20661.000000000
4707,F,37.0000,16716.000000000
4708,F,27.0000,17507.000000000
4709,M,37.0000,18947.000000000
4710,M,42.0000,13148.000000000
4711,F,35.5000,13657.500000000
4712,F,25.0000,19068.333333333
4713,M,52.0000,18211.666666666
4714,M,57.0000,19140.000000000
4715,F,42.7500,17633.125000000
4716,M,42.0000,13906.000000000
4717,F,26.0000,15545.666666666
4718,M,18.0000,15059.500000000
4719,F,57.0000,17515.000000000
4720,F,21.0000,14416.000000000
4721,M,21.0000,13002.000000000
4722,M,57.0000,14361.000000000
4723,M,40.8000,14662.800000000
4724,M,47.0000,14290.000000000
4725,M,57.0000,22109.000000000
4726,F,32.0000,13394.000000000
4727,F,33.0000,16803.500000000
4728,M,52.0000,16114.000000000
4729,M,20.0000,17072.500000000
4730,F,40.0000,16255.666666666
4731,M,32.0000,20476.000000000
4732,M,33.0000,12648.500000000
4733,M,31.0000,13280.333333333
4734,M,52.0000,14760.750000000
4735,F,39.5000,21600.000000000
4736,M,42.0000,12672.000000000
4737,M,32.0000,15233.000000000
4738,F,37.0000,15202.000000000
4739,M,70.0000,18230.000000000
4740,M,32.6667,18783.666666666
4741,M,42.0000,14743.000000000
4742,F,47.0000,20498.000000000
4743,F,32.0000,20722.000000000
4744,M,32.0000,13317.000000000
4745,M,27.0000,19469.000000000
4747,M,47.0000,17846.000000000
4748,M,33.5714,15812.857142857
4749,F,52.0000,23979.000000000
4750,M,32.0000,15082.000000000
4751,M,33.3333,17157.000000000
4752,M,42.0000,15967.000000000
4753,M,32.0000,13483.000000000
4755,M,33.3333,12478.666666666
4756,M,52.0000,14513.000000000
4757,F,47.0000,12417.500000000
4758,M,47.0000,13922.000000000
4759,F,37.0000,20077.000000000
4760,M,42.0000,13949.000000000
4761,F,35.5000,14391.500000000
4762,M,27.0000,17839.000000000
4763,M,62.0000,12669.000000000
4764,M,21.0000,14907.000000000
4765,M,33.0000,16445.500000000
4766,M,27.0000,18561.000000000
4767,M,37.0000,19069.333333333
4768,M,55.5000,15200.500000000
4769,F,37.0000,18647.500000000
4770,M,23.6667,16333.666666666
4771,M,37.0000,16165.000000000
4772,F,36.0000,22037.333333333
4773,M,27.0000,15320.000000000
4774,M,35.5000,13820.250000000
4775,M,42.0000,14392.000000000
4776,F,32.0000,18621.500000000
4777,M,42.8000,13255.400000000
4778,M,21.0000,22439.000000000
4779,M,52.0000,20835.000000000
4780,M,21.6000,15091.400000000
4781,M,33.0000,16027.000000000
4782,M,63.6000,18169.800000000
4783,F,22.2000,13621.600000000
4784,M,21.5000,11725.000000000
4785,M,32.0000,13903.000000000
4786,M,22.5000,16519.500000000
4787,M,43.0000,14433.500000000
4788,M,41.1667,19765.500000000
4789,M,42.0000,11551.000000000
4790,M,42.0000,22606.000000000
4792,M,47.0000,16566.000000000
4793,M,27.0000,18222.000000000
4794,M,37.0000,17348.000000000
4795,F,24.0000,16531.500000000
4796,M,32.0000,13897.000000000
4797,F,42.0000,21317.000000000
4798,M,44.5000,14049.500000000
4799,M,42.0000,15035.500000000
4800,M,33.6154,13797.384615384
4801,M,42.0000,19804.000000000
4802,F,27.0000,16580.444444444
4803,M,50.2500,17956.375000000
4804,M,37.0000,14634.000000000
4805,M,34.3333,18504.666666666
4806,M,42.0000,16134.000000000
4807,M,52.0000,15276.000000000
4808,F,44.5000,17898.500000000
4810,F,56.4000,19965.400000000
4811,M,47.0000,14172.000000000
4812,M,27.0000,15551.000000000
4813,M,32.0000,21600.000000000
4814,F,32.0000,16719.000000000
4815,F,26.0000,18081.333333333
4816,F,37.0000,19884.000000000
4817,M,52.0000,17412.000000000
4819,M,37.0000,10610.000000000
4820,M,52.0000,19612.000000000
4821,M,32.0000,15878.000000000
4822,M,47.0000,21941.000000000
4823,F,32.0000,17435.000000000
4824,F,42.0000,16101.000000000
4825,M,32.0000,12693.000000000
4826,M,35.5000,13226.000000000
4827,F,52.0000,18848.000000000
4828,M,32.8333,19187.666666666
4829,F,27.0000,22083.000000000
4831,M,27.0000,12175.000000000
4832,F,27.0000,18600.000000000
4833,M,27.0000,24650.000000000
4834,M,32.6667,12591.666666666
4835,M,27.0000,10617.000000000
4836,M,52.0000,18247.000000000
4837,M,32.5000,14019.750000000
4838,F,19.0000,19787.000000000
4839,M,21.0000,13870.000000000
4840,F,52.0000,15560.000000000
4841,M,50.0000,13540.000000000
4842,M,33.0000,20009.500000000
4843,M,32.0000,14899.000000000
4844,M,42.4000,12354.600000000
4845,F,52.0000,19815.000000000
4846,M,52.0000,15178.000000000
4847,M,47.0000,14512.000000000
4848,M,42.0000,13718.000000000
4849,F,27.0000,14381.000000000
4850,M,45.5000,12738.000000000
4851,M,37.0000,13659.000000000
4852,F,27.0000,14213.000000000
4853,F,47.0000,22169.000000000
4854,M,32.0000,15469.000000000
4855,M,27.0000,13897.000000000
4856,M,62.0000,28268.000000000
4857,M,52.0000,14840.000000000
4858,M,34.7500,10914.750000000
4859,F,47.0000,15187.000000000
4860,M,27.0000,12653.333333333
4861,M,57.0000,17199.400000000
4862,M,-1.0000,13075.000000000
4863,F,27.0000,16660.000000000
4864,M,27.0000,25730.000000000
4865,M,34.5000,12167.500000000
4866,M,47.0000,12266.000000000
4867,F,42.1429,17419.571428571
4868,F,27.0000,20770.666666666
4869,F,25.0000,16321.000000000
4870,M,47.2000,15686.400000000
4871,F,27.0000,14035.000000000
4872,M,33.0000,13577.000000000
4873,M,42.0000,17778.000000000
4874,F,27.0000,24179.000000000
4875,F,21.0000,15024.000000000
4876,M,27.0000,13422.000000000
4877,M,47.0000,17702.000000000
4878,M,27.0000,14847.000000000
4879,F,21.0000,16287.000000000
4880,F,43.4286,16614.857142857
4881,F,36.0000,18276.333333333
4882,M,33.6667,15068.000000000
4883,F,27.0000,22925.000000000
4884,M,21.0000,13690.000000000
4885,M,38.6667,12448.333333333
4886,M,37.0000,18454.000000000
4887,M,32.0000,13829.000000000
4888,M,47.0000,20488.000000000
4889,M,35.5000,12639.500000000
4891,M,57.0000,15394.000000000
4892,F,22.2500,18179.000000000
4893,M,21.0000,14096.000000000
4894,M,37.0000,12258.000000000
4895,F,42.0000,24520.000000000
4896,F,52.0000,16949.000000000
4897,M,32.0000,15189.000000000
4898,M,47.0000,19675.500000000
4899,M,42.0000,13817.000000000
4900,F,42.0000,19291.000000000
4901,F,53.0000,15906.000000000
4902,M,52.0000,19080.000000000
4903,F,47.0000,15777.000000000
4904,M,27.0000,14221.000000000
4905,F,27.0000,18431.000000000
4906,M,32.0000,12940.000000000
4907,M,42.0000,15887.333333333
4908,M,37.0000,15395.000000000
4909,F,27.0000,17306.000000000
4910,M,32.0000,21600.000000000
4911,M,32.0000,14475.000000000
4912,M,27.0000,12416.000000000
4913,M,49.3333,13279.000000000
4914,M,37.0000,12063.000000000
4915,M,52.0000,15995.000000000
4916,M,30.7000,17518.500000000
4917,M,47.0000,16784.333333333
4918,F,37.0000,17209.000000000
4919,M,28.2500,16014.750000000
4920,F,37.0000,15118.000000000
4922,M,24.0000,14327.000000000
4923,M,30.3333,14477.000000000
4924,M,27.0000,12793.000000000
4925,F,36.0000,17405.000000000
4926,M,28.8000,13203.000000000
4927,M,32.0000,18287.000000000
4928,M,53.6667,16280.000000000
4929,M,47.0000,16724.333333333
4930,M,42.0000,18669.000000000
4931,M,25.0000,13258.500000000
4932,M,27.0000,17277.000000000
4933,F,42.0000,20434.000000000
4934,M,21.0000,14590.000000000
4935,F,32.0000,14246.666666666
4936,M,21.0000,17931.000000000
4937,M,42.0000,15211.666666666
4938,M,57.0000,16549.000000000
4939,M,55.3333,19074.666666666
4940,M,32.0000,20417.000000000
4941,M,27.0000,13693.500000000
4942,M,32.0000,13989.000000000
4943,F,47.0000,23503.000000000
4944,M,21.0000,21040.000000000
4945,M,42.0000,21600.000000000
4946,M,53.0000,15650.200000000
4947,M,32.0000,13758.000000000
4948,F,39.5000,19189.000000000
4949,F,37.0000,17610.000000000
4950,F,37.0000,26970.000000000
4951,M,27.0000,16110.000000000
4952,F,42.0000,20685.000000000
4953,M,42.0000,21600.000000000
4954,M,42.0000,12903.000000000
4955,F,35.3333,16185.666666666
4956,M,34.6667,16882.166666666
4957,F,32.0000,19154.000000000
4958,F,43.0000,15306.333333333
4959,M,42.0000,15476.000000000
4960,F,32.0000,12570.000000000
4961,M,45.5000,17201.000000000
4962,M,47.0000,14693.000000000
4963,M,26.2500,14045.000000000
4964,F,52.0000,14961.000000000
4965,M,21.0000,11051.000000000
4966,M,36.2500,17617.000000000
4967,F,47.0000,22320.000000000
4968,M,37.0000,14944.000000000
4969,M,47.0000,14374.000000000
4970,M,27.0000,13931.000000000
4971,M,27.0000,14058.000000000
4972,M,28.2500,15150.666666666
4973,M,27.6000,13749.400000000
4974,F,52.0000,18967.000000000
4975,M,37.0000,15111.000000000
4976,M,47.0000,14762.000000000
4977,M,16.0000,17701.000000000
4978,F,44.5714,16257.428571428
4979,M,57.0000,16810.000000000
4980,M,42.0000,14300.000000000
4981,F,32.0000,18215.000000000
4982,M,53.0000,14033.000000000
4983,F,21.0000,17932.000000000
4984,M,43.0000,20140.500000000
4985,M,27.0000,13156.000000000
4987,M,52.0000,15710.000000000
4988,M,44.5000,20259.000000000
4989,M,62.0000,14260.000000000
4990,M,27.0000,11041.000000000
4991,M,27.0000,15690.000000000
4992,M,32.0000,17314.000000000
4993,M,29.2500,15209.000000000
4994,F,54.0000,17968.000000000
4995,F,21.0000,19757.000000000
4996,M,47.0000,15085.000000000
4997,F,42.0000,18597.888888888
4998,M,57.0000,22930.000000000
4999,M,42.0000,12430.000000000
5000,M,37.0000,15316.000000000
5001,F,27.0000,14025.000000000
5002,F,28.6667,19096.333333333
5003,M,47.0000,20176.666666666
5004,M,62.0000,19706.000000000
5005,M,42.0000,14422.000000000
5006,F,27.0000,11826.000000000
5007,M,37.0000,10853.000000000
5009,M,47.0000,18231.000000000
5010,F,47.0000,25929.000000000
5011,F,21.0000,20025.000000000
5012,M,57.0000,15809.000000000
5013,F,39.5000,28630.000000000
5014,F,21.0000,16886.666666666
5015,M,38.5714,17395.571428571
5016,F,21.0000,16409.000000000
5017,F,42.0000,17131.000000000
5018,M,47.0000,19847.000000000
5019,F,47.0000,12217.000000000
5020,M,40.3333,16808.333333333
5021,M,32.0000,18709.000000000
5022,M,42.0000,12012.000000000
5023,M,47.0000,14204.000000000
5024,F,43.0000,15684.000000000
5025,F,39.3333,17448.666666666
5026,M,27.0000,17497.000000000
5027,F,32.0000,17964.000000000
5028,F,33.0000,17124.250000000
5029,F,32.0000,16300.000000000
5031,F,27.0000,17457.500000000
5032,F,35.3333,19305.666666666
5033,M,47.0000,14977.500000000
5034,F,23.3750,19284.750000000
5035,F,37.0000,17039.000000000
5036,M,21.0000,20071.000000000
5037,F,42.0000,15369.000000000
5038,M,42.0000,16033.000000000
5039,M,43.2000,14212.800000000
5040,M,57.0000,16376.000000000
5041,M,28.2500,17048.250000000
5042,M,42.0000,23323.000000000
5043,M,52.0000,16998.000000000
5044,M,31.2500,16490.000000000
5045,M,16.0000,14378.000000000
5046,M,53.2500,14672.000000000
5047,M,56.0000,16023.000000000
5048,M,32.0000,15726.500000000
5049,M,37.0000,16562.000000000
5050,M,47.0000,17343.000000000
5051,M,71.7143,15151.714285714
5052,M,47.0000,14422.666666666
5053,M,37.0000,14703.000000000
5054,M,21.0000,15829.000000000
5055,M,37.0000,16284.000000000
5056,F,52.0000,20973.500000000
5057,M,32.0000,13710.000000000
5058,M,32.0000,17800.000000000
5059,F,26.0000,17646.000000000
5060,M,42.0000,22346.000000000
5061,M,42.0000,20650.000000000
5062,M,47.0000,13890.000000000
5063,M,37.0000,14796.000000000
5064,F,38.6667,12040.666666666
5065,M,32.0000,14859.000000000
5066,M,42.0000,12302.000000000
5067,F,27.0000,21657.000000000
5068,M,32.0000,22468.000000000
5069,M,42.0000,14002.000000000
5070,F,37.0000,16044.000000000
5071,M,37.0000,21600.000000000
5072,M,59.8000,15655.200000000
5073,F,47.0000,15174.666666666
5074,M,32.0000,12883.000000000
5075,M,52.0000,23636.000000000
5076,M,37.0000,11769.000000000
5077,M,21.0000,15527.000000000
5078,F,21.0000,17467.000000000
5079,M,30.3333,13140.666666666
5080,M,22.5000,19841.000000000
5081,F,37.0000,20846.000000000
5082,M,43.0000,16502.000000000
5083,M,39.6667,16855.166666666
5084,M,29.6667,14812.000000000
5085,F,43.0000,14433.500000000
5086,M,37.0000,16455.000000000
5087,F,43.0000,16820.000000000
5088,M,42.0000,16019.166666666
5089,M,21.0000,13661.000000000
5090,M,21.0000,14668.000000000
5091,M,32.0000,11610.000000000
5092,M,50.5000,19866.500000000
5093,M,33.0000,13265.000000000
5094,F,32.0000,26915.000000000
5095,M,32.0000,15566.000000000
5096,M,33.5000,14000.500000000
5097,M,62.0000,12660.000000000
5098,M,21.0000,14468.000000000
5099,F,47.0000,19061.000000000
5100,M,21.0000,22201.500000000
5101,M,21.0000,18622.000000000
5102,M,28.6667,15922.000000000
5103,M,37.0000,20312.333333333
5104,M,37.0000,13921.000000000
5105,F,32.0000,12805.000000000
5106,F,32.0000,16738.000000000
5107,M,47.0000,14473.000000000
5108,M,32.0000,17894.000000000
5109,M,25.5000,18564.500000000
5110,F,47.0000,12530.000000000
5111,M,40.3333,16637.666666666
5112,M,34.5000,16425.000000000
5113,F,27.0000,24483.000000000
5114,F,47.0000,18975.000000000
5115,M,37.0000,18459.500000000
5116,M,74.0000,21579.000000000
5117,M,32.0000,11490.000000000
5118,M,45.0000,15180.000000000
5119,F,57.8182,17205.363636363
5120,F,27.0000,14392.000000000
5121,M,42.0000,14543.500000000
5122,M,43.6667,12579.333333333
5123,F,37.0000,19031.000000000
5124,M,28.0000,18188.000000000
5125,M,36.7500,11647.750000000
5126,M,52.0000,13086.000000000
5127,M,36.0000,18564.666666666
5128,F,50.0000,17813.666666666
5129,F,21.0000,21600.000000000
5130,M,37.0000,12568.000000000
5131,F,37.0000,15821.000000000
5132,M,45.8000,12465.200000000
5133,F,42.0000,18205.000000000
5134,M,32.0000,19465.000000000
5135,M,55.5000,15424.000000000
5136,M,27.0000,12305.000000000
5137,M,62.0000,21600.000000000
5138,F,52.0000,19497.000000000
5139,M,57.0000,17987.833333333
5140,M,52.0000,15088.000000000
5141,M,42.0000,11703.000000000
5142,F,42.2000,16052.900000000
5143,M,37.0000,21600.000000000
5144,M,27.0000,20706.000000000
5145,M,43.5000,11822.500000000
5146,M,21.0000,15114.500000000
5147,M,42.0000,17141.000000000
5148,M,57.0000,13135.000000000
5149,M,57.0000,20535.000000000
5150,M,32.0000,14178.000000000
5151,F,37.0000,16558.333333333
5152,M,67.0000,15617.000000000
5153,F,37.0000,19548.000000000
5154,M,27.0000,13179.000000000
5155,F,27.0000,14857.000000000
5156,M,42.0000,10510.000000000
5157,M,37.0000,12558.000000000
5158,M,24.6000,15287.400000000
5159,M,57.0000,16441.000000000
5160,M,32.2857,14783.285714285
5161,M,45.5000,16461.750000000
5162,F,26.7500,14096.750000000
5163,F,47.0000,23553.000000000
5164,M,42.0000,15550.000000000
5165,M,47.0000,12184.000000000
5166,M,42.6250,19680.687500000
5168,M,37.0000,19225.000000000
5169,F,47.0000,22168.000000000
5170,M,32.0000,16592.000000000
5171,F,42.0000,24830.000000000
5172,M,18.0000,14058.000000000
5173,M,33.6667,16131.000000000
5174,F,28.7500,16229.250000000
5175,F,27.0000,20263.000000000
5176,M,53.0909,16124.909090909
5177,M,42.0000,18047.000000000
5178,M,42.0000,12650.000000000
5179,F,27.0000,15528.000000000
5180,M,42.0000,14538.000000000
5181,M,34.5000,12058.000000000
5182,M,27.0000,21600.000000000
5183,M,54.5000,17791.000000000
5184,M,49.3333,15009.333333333
5185,M,32.0000,17523.000000000
5186,M,32.0000,17182.000000000
5187,F,50.5000,18693.500000000
5188,F,37.0000,19509.000000000
5189,M,27.0000,11433.000000000
5190,M,37.0000,13683.000000000
5191,F,32.0000,18158.000000000
5192,M,32.0000,17576.000000000
5193,M,37.0000,18012.000000000
5194,M,37.0000,14179.000000000
5195,M,32.0000,15751.000000000
5196,M,47.0000,19944.500000000
5197,M,33.6667,12901.666666666
5198,F,37.0000,20209.000000000
5199,M,37.0000,12319.000000000
5200,F,21.5000,18217.500000000
5201,M,54.5000,13812.000000000
5202,M,47.0000,17884.000000000
5203,M,35.5000,15219.500000000
5204,M,32.0000,23946.500000000
5205,F,44.5000,16714.500000000
5206,F,57.0000,15526.000000000
5207,M,47.0000,12236.000000000
5208,M,48.0000,15335.500000000
5209,F,21.0000,21247.000000000
5210,M,43.0000,12771.000000000
5211,M,42.4000,18595.200000000
5212,M,57.0000,24114.000000000
5213,F,37.0000,13936.000000000
5214,M,39.2500,11912.750000000
5215,M,47.0000,24939.000000000
5216,M,27.0000,21600.000000000
5217,M,57.0000,21600.000000000
5218,F,25.5000,16329.000000000
5219,F,27.6667,17035.333333333
5220,M,43.0000,13245.500000000
5221,M,32.0000,17356.000000000
5222,M,42.0000,15229.000000000
5223,F,37.0000,17883.500000000
5224,F,53.2000,18125.400000000
5225,M,43.6667,14468.083333333
5226,M,47.0000,16100.000000000
5227,M,27.0000,18182.000000000
5228,M,57.0000,11621.000000000
5229,M,37.0000,12401.000000000
5230,M,42.0000,21405.000000000
5231,F,21.0000,18586.000000000
5232,M,42.0000,18837.000000000
5233,M,57.0000,13892.000000000
5234,M,37.0000,15403.000000000
5235,M,40.0000,18660.400000000
5236,M,37.0000,11609.000000000
5237,M,42.0000,13319.000000000
5238,M,37.0000,14841.000000000
5239,F,37.0000,14062.000000000
5240,F,27.0000,13945.000000000
5241,M,36.4000,17789.000000000
5242,F,42.6667,15740.000000000
5243,M,37.0000,11518.000000000
5244,F,22.5000,13645.500000000
5245,M,42.0000,13446.000000000
5246,M,52.0000,21945.000000000
5247,F,42.0000,15953.000000000
5249,M,37.0000,13009.000000000
5250,F,27.0000,18639.000000000
5251,M,42.0000,20455.000000000
5252,M,32.0000,16529.000000000
5253,M,27.0000,12692.200000000
5254,M,32.0000,13418.333333333
5255,F,42.0000,12437.000000000
5256,M,37.0000,14252.000000000
5257,M,43.0000,16155.500000000
5258,F,52.0000,22994.000000000
5259,M,21.0000,17715.000000000
5260,F,37.0000,13794.000000000
5261,M,27.0000,15370.000000000
5262,M,37.0000,20425.000000000
5263,M,42.0000,19088.000000000
5264,M,42.0000,18800.000000000
5265,F,37.0000,15761.333333333
5266,M,32.0000,13720.000000000
5267,F,27.0000,19037.000000000
5268,M,37.0000,11069.000000000
5269,F,37.0000,14741.250000000
5270,M,34.5000,13580.750000000
5271,M,32.8750,17224.125000000
5272,F,37.0000,15559.000000000
5273,M,57.0000,15486.000000000
5274,M,27.0000,21809.000000000
