Participant Id,Gender,Age,TimeOfCompletion
4327.0,M,57.0,13159.0
4328.0,M,37.0,10725.0
4328.0,M,34.5,10568.1692
4328.0,M,34.5,11188.4762
4328.0,M,32.0,10854.0
4329.0,M,42.0,12913.0
4329.0,M,42.0,12241.0
4329.0,M,44.5,20809.1612
4329.0,M,42.0,13078.0
4330.0,M,37.0,12604.0
4331.0,M,37.0,12663.0
4332.0,M,37.0,11334.0
4333.0,M,47.0,21600.0
4333.0,M,47.0,13361.5262
4333.0,M,42.0,14596.0
4334.0,F,27.0,20734.0922
4334.0,F,27.0,20052.5447
4334.0,F,27.0,17982.0
4335.0,M,27.0,23550.0
4336.0,M,37.0,20915.0
4336.0,M,37.0,22347.0
4337.0,F,42.0,24625.8272
4337.0,F,42.0,16328.7272
4337.0,F,42.0,16960.0
4338.0,M,37.0,11358.0
4339.0,F,21.0,16966.0
4340.0,M,42.0,13974.0
4341.0,M,42.0,19125.0
4342.0,M,21.0,13829.0
4343.0,M,42.0,21600.0
4344.0,M,42.0,12637.0
4344.0,M,37.0,13517.0
4344.0,M,34.5,12873.5777
4345.0,M,21.0,11767.0
4346.0,M,42.0,14163.0
4347.0,M,27.0,21945.0
4348.0,F,57.0,21600.0
4348.0,F,57.0,13428.0
4348.0,F,54.5,12249.3197
4348.0,F,54.5,12308.5847
4348.0,F,54.5,13077.0542
4348.0,F,54.5,13938.3722
4349.0,M,32.0,12948.0
4350.0,M,37.0,14434.0
4350.0,M,37.0,14248.5257
4350.0,M,37.0,13517.0
4350.0,M,37.0,14961.6812
4351.0,F,42.0,20272.0
4351.0,F,42.0,22986.1622
4352.0,M,37.0,13918.0
4352.0,M,34.5,13276.5797
4352.0,M,37.0,21600.0
4353.0,F,47.0,20139.4667
4353.0,F,47.0,21600.0
4353.0,F,47.0,20983.0
4353.0,F,47.0,21795.0
4353.0,F,47.0,21660.0
4353.0,F,47.0,23721.0
4353.0,F,47.0,21354.0
4353.0,M,47.0,20882.2547
4353.0,F,47.0,21044.2457
4354.0,M,42.0,16154.8832
4355.0,M,47.0,17884.0
4356.0,M,32.0,21309.0
4357.0,M,67.0,23370.0
4358.0,M,21.0,14892.0
4359.0,F,32.0,21600.0
4359.0,F,34.5,13768.4792
4359.0,F,32.0,13441.0
4359.0,F,34.5,13687.4837
4359.0,F,32.0,14035.0
4359.0,F,34.5,12693.8072
4359.0,F,32.0,15720.2732
4360.0,F,44.5,13849.4747
4360.0,F,47.0,18928.0
4361.0,M,37.0,10783.0
4361.0,M,37.0,21600.0
4361.0,M,34.5,11476.8992
4361.0,M,37.0,11764.0
4361.0,M,42.0,21600.0
4361.0,M,34.5,11658.6452
4361.0,M,37.0,12156.0
4361.0,M,42.0,21600.0
4362.0,F,42.0,15717.0
4363.0,M,27.0,14842.0
4364.0,M,32.0,21964.8287
4364.0,M,37.0,14381.0
4365.0,M,37.0,15176.0
4366.0,M,52.0,13182.0
4366.0,M,52.0,21600.0
4366.0,M,52.0,14091.0
4367.0,F,37.0,15024.0
4367.0,F,37.0,16820.6267
4367.0,F,37.0,14613.9932
4367.0,F,37.0,14994.0
4367.0,F,37.0,15992.8922
4368.0,F,32.0,18534.0
4368.0,F,27.0,15030.8237
4369.0,F,52.0,19332.0
4370.0,F,24.5,19177.3982
4370.0,F,21.0,19945.0
4371.0,F,21.0,18922.0
4372.0,M,57.0,17905.0
4373.0,F,47.0,14803.6412
4374.0,F,32.0,18672.0
4375.0,M,37.0,16663.0
4375.0,M,34.5,18182.0
4376.0,F,37.0,16767.0
4377.0,F,34.5,12693.8072
4377.0,F,37.0,14056.0
4378.0,M,42.0,12486.0
4379.0,M,42.0,19325.0
4380.0,M,37.0,13353.0
4381.0,M,54.5,14137.0
4381.0,M,57.0,14928.0
4381.0,M,54.5,13865.2787
4382.0,F,70,15918.0
4382.0,F,67.0,15304.0
4383.0,M,21.0,14595.0
4384.0,M,47.0,15080.0
4385.0,M,21.0,15065.0
4385.0,M,22.0,21600.0
4385.0,M,23.5,15378.0
4386.0,M,27.0,21600.0
4386.0,M,34.5,12421.1882
4387.0,F,47.0,21600.0
4387.0,F,47.0,15285.6632
4387.0,F,47.0,16266.0
4387.0,F,47.0,14467.8062
4388.0,M,42.0,14313.7172
4388.0,M,42.0,18174.0
4388.0,M,44.5,13624.2677
4389.0,F,47.0,12610.0
4389.0,F,52.0,24669.2882
4390.0,M,57.0,24937.9562
4391.0,F,37.0,16483.0
4392.0,F,32.0,21549.0
4393.0,M,42.0,13910.7152
4394.0,M,37.0,21600.0
4394.0,M,37.0,13313.0
4395.0,F,52.0,19954.0
4396.0,F,52.0,19669.0
4397.0,M,32.0,13265.0
4398.0,M,27.0,15778.0
4399.0,M,67.0,15035.0
4399.0,M,62.0,14242.5992
4399.0,M,60,16397.8697
4399.0,M,62.0,15733.0
4399.0,M,64.5,14772.0332
4399.0,M,64.5,15696.5672
4400.0,M,21.0,11600.0
4401.0,M,47.0,19165.0
4402.0,F,42.0,17088.0
4403.0,F,32.0,11233.9127
4403.0,F,32.0,13651.0
4403.0,F,34.5,14558.6792
4403.0,F,34.5,12826.1657
4404.0,M,47.0,18610.0
4404.0,M,47.0,21028.4417
4405.0,M,32.0,16603.0
4405.0,M,32.0,15119.7212
4406.0,M,37.0,14151.0
4406.0,M,34.5,13671.6797
4406.0,M,32.0,14054.9267
4406.0,M,37.0,21600.0
4406.0,M,37.0,17524.0
4406.0,M,37.0,21600.0
4406.0,M,37.0,21600.0
4406.0,M,37.0,12703.6847
4407.0,M,67.0,18049.0
4408.0,M,32.0,13845.0
4408.0,M,37.0,14179.0
4409.0,M,52.0,15694.0
4410.0,M,34.5,16725.8027
4410.0,M,37.0,21600.0
4410.0,M,37.0,19995.0
4411.0,F,42.0,13963.0
4411.0,F,42.0,13270.6532
4411.0,F,42.0,13980.0
4411.0,F,44.5,13110.6377
4412.0,M,27.0,19961.0
4413.0,M,44.5,15787.4402
4413.0,M,42.0,20934.0
4414.0,F,27.0,12806.4107
4415.0,M,21.0,27079.3982
4416.0,F,27.0,19635.0
4417.0,M,42.0,16740.0
4417.0,M,42.0,14226.7952
4418.0,M,24.5,14171.4812
4418.0,M,27.0,14699.0
4418.0,M,27.0,21600.0
4419.0,F,52.0,18437.0
4419.0,F,54.5,14993.2892
4420.0,M,37.0,18063.0
4420.0,M,37.0,18653.8907
4422.0,F,64.5,15376.0
4422.0,F,57.0,14340.0
4423.0,F,32.0,16197.0
4423.0,F,34.5,14655.4787
4423.0,F,32.0,14657.4542
4423.0,F,32.0,21600.0
4424.0,F,42.0,18535.0
4425.0,M,52.0,15947.0
4426.0,M,42.0,20653.0967
4427.0,M,52.0,24089.0
4428.0,F,32.0,12008.0
4429.0,M,27.0,15137.0
4430.0,M,37.0,17023.0
4431.0,M,42.0,12535.7672
4432.0,M,27.0,11014.6322
4433.0,M,52.0,11719.8857
4434.0,M,42.0,18308.0
4434.0,M,42.0,21600.0
4435.0,M,37.0,15859.0
4436.0,M,32.0,14820.0
4437.0,M,37.0,13578.8312
4438.0,F,54.5,14827.3472
4438.0,F,57.0,19735.0
4439.0,M,42.0,15923.7497
4440.0,F,24.5,13594.6352
4440.0,F,24.5,16702.0967
4440.0,F,27.0,19853.0
4441.0,F,32.0,17136.0
4442.0,M,32.0,13993.0
4442.0,M,32.0,21600.0
4442.0,M,37.0,12824.1902
4442.0,M,32.0,14513.0
4443.0,M,34.5,14236.6727
4443.0,M,34.5,16658.0
4443.0,M,37.0,21600.0
4443.0,M,42.0,22647.0
4444.0,F,21.0,15722.0
4445.0,M,47.0,12638.0
4446.0,M,27.0,17038.0
4447.0,M,52.0,21491.0
4448.0,F,27.0,17191.0
4449.0,M,47.0,21600.0
4449.0,M,42.0,15199.0
4449.0,M,42.0,13890.9602
4449.0,M,47.0,21600.0
4449.0,M,47.0,13851.4502
4450.0,F,27.0,15400.0
4451.0,M,37.0,16348.0
4452.0,M,37.0,11297.0
4453.0,M,67.0,16596.0
4454.0,M,47.0,14191.0
4454.0,M,47.0,12365.8742
4455.0,F,47.0,16245.0
4455.0,F,44.5,15678.7877
4455.0,F,44.5,14355.2027
4455.0,F,44.5,14457.9287
4455.0,F,42.0,15293.5652
4456.0,M,47.0,17865.0
4457.0,M,37.0,18100.0
4457.0,M,34.5,14374.9577
4458.0,M,32.0,12642.4442
4458.0,M,32.0,18522.0
4458.0,M,34.5,14039.1227
4459.0,F,27.0,22255.2272
4460.0,M,21.0,11335.0
4461.0,M,32.0,23202.0
4462.0,M,42.0,16285.0
4463.0,M,42.0,21705.0
4464.0,M,37.0,15021.0
4465.0,M,21.0,20029.0
4466.0,M,47.0,17685.8957
4466.0,M,42.0,16432.0
4466.0,M,47.0,15218.4962
4467.0,F,32.0,15306.0
4468.0,M,52.0,24827.0
4468.0,M,47.0,15601.7432
4468.0,M,44.5,15572.1107
4469.0,F,27.0,17245.0
4470.0,M,22.0,21600.0
4470.0,M,29,13612.0
4470.0,M,21.0,14013.0
4470.0,M,27.0,15409.0
4470.0,M,27.0,21600.0
4470.0,M,23.5,21600.0
4470.0,M,22.0,21600.0
4471.0,M,21.0,16111.0
4472.0,M,37.0,19242.0
4473.0,M,42.0,15319.2467
4473.0,M,42.0,14993.2892
4473.0,M,44.5,15478.0
4473.0,M,42.0,15354.8057
4473.0,M,42.0,17157.0
4473.0,M,42.0,17211.7757
4473.0,M,37.0,15447.6542
4474.0,M,32.0,13001.9852
4474.0,M,32.0,12568.0
4474.0,M,32.0,12261.1727
4474.0,M,34.5,12577.2527
4474.0,M,32.0,15656.0
4474.0,M,32.0,21600.0
4475.0,M,32.0,15669.0
4476.0,M,32.0,13949.0
4477.0,M,21.0,12831.0
4478.0,M,47.0,15839.0
4479.0,M,32.0,14564.6057
4479.0,M,32.0,16476.0
4479.0,M,37.0,14870.8082
4479.0,M,32.0,15196.7657
4480.0,M,37.0,12920.0
4481.0,M,47.0,16290.0
4482.0,M,32.0,19079.0
4483.0,M,34.5,16820.0
4483.0,M,37.0,16657.0
4484.0,M,47.0,14996.0
4484.0,M,47.0,13369.4282
4484.0,M,52.0,15690.6407
4485.0,F,27.0,18848.0
4486.0,F,42.0,13482.0
4487.0,F,47.0,21600.0
4487.0,M,47.0,36439.3172
4487.0,M,47.0,13585.0
4487.0,M,47.0,15404.1932
4487.0,M,47.0,16099.0
4488.0,F,34.5,13689.4592
4488.0,F,37.0,17089.0
4489.0,F,42.0,17120.0
4489.0,F,42.0,17496.0
4490.0,M,52.0,12239.0
4491.0,M,42.0,12963.0
4492.0,M,42.0,13721.0
4492.0,M,42.0,13792.1852
4492.0,M,42.0,14320.0
4492.0,M,42.0,14669.3072
4492.0,M,42.0,21600.0
4493.0,M,47.0,23820.0
4493.0,M,47.0,20434.0
4493.0,M,47.0,17046.0
4494.0,M,52.0,18991.0
4494.0,M,52.0,21600.0
4495.0,M,-1,11273.4227
4495.0,M,34.5,16594.0
4495.0,M,42.0,11355.0
4496.0,F,32.0,25305.3992
4496.0,F,32.0,21600.0
4497.0,F,21.0,18561.0
4498.0,M,52.0,31860.1082
4499.0,M,-1,13954.1762
4499.0,F,22.0,14297.9132
4499.0,F,27.0,15095.0
4500.0,M,42.0,12079.0
4501.0,F,52.0,19056.0
4502.0,M,32.0,26300.0
4502.0,M,37.0,17076.0
4502.0,M,37.0,21692.2097
4502.0,M,32.0,15908.0
4503.0,F,52.0,18513.0
4505.0,F,27.0,18909.0
4506.0,M,24.5,14457.9287
4506.0,M,27.0,18171.0
4507.0,M,32.0,12047.8187
4507.0,M,27.0,11656.6697
4507.0,M,24.5,11524.3112
4507.0,M,27.0,12777.0
4507.0,M,24.5,13517.5907
4507.0,M,27.0,21600.0
4507.0,M,27.0,11794.9547
4507.0,M,34.5,21600.0
4508.0,M,27.0,17296.0
4509.0,F,32.0,21600.0
4509.0,F,32.0,16567.0
4509.0,F,32.0,21600.0
4510.0,M,52.0,12210.0
4511.0,M,32.0,14588.0
4512.0,M,57.0,21600.0
4512.0,M,57.0,18807.9797
4512.0,M,57.0,18912.0
4512.0,M,57.0,15463.4582
4512.0,M,57.0,19475.6987
4513.0,F,37.0,14860.0
4514.0,M,27.0,16999.0
4515.0,M,37.0,11314.9082
4515.0,M,37.0,11372.0
4516.0,M,42.0,21600.0
4516.0,M,42.0,14967.0
4517.0,M,27.0,13419.0
4518.0,M,42.0,12945.0
4518.0,M,42.0,16543.0
4518.0,M,42.0,14164.0
4518.0,M,42.0,21600.0
4519.0,M,32.0,15463.0
4520.0,M,57.0,19851.0437
4521.0,M,52.0,21600.0
4521.0,M,52.0,14222.0
4521.0,M,57.0,21463.0517
4521.0,M,52.0,13044.0
4522.0,M,32.0,12173.0
4522.0,M,32.0,11794.9547
4522.0,M,34.5,13169.9027
4522.0,M,37.0,11820.6362
4522.0,M,32.0,11923.3622
4522.0,M,32.0,11152.9172
4522.0,M,32.0,11358.3692
4523.0,M,27.0,9906.3767
4524.0,M,47.0,18710.0
4525.0,M,52.0,15369.0
4525.0,M,52.0,18175.0
4525.0,M,52.0,14068.7552
4526.0,M,52.0,19492.0
4526.0,M,52.0,15597.0
4527.0,F,27.0,15356.0
4527.0,F,24.5,15747.9302
4527.0,F,24.5,15570.1352
4528.0,M,42.0,11679.0
4529.0,M,52.0,10595.8262
4530.0,F,32.0,12922.9652
4530.0,F,32.0,13511.0
4531.0,F,32.0,23627.0
4532.0,F,37.0,22230.0
4533.0,M,37.0,11691.0
4534.0,F,27.0,19260.0
4535.0,M,32.0,21623.0672
4535.0,M,32.0,16008.6962
4536.0,M,57.0,24973.5152
4536.0,M,57.0,21600.0
4537.0,F,21.0,18661.0
4538.0,F,47.0,14054.9267
4539.0,M,27.0,18536.0
4540.0,F,24.5,13764.5282
4540.0,F,27.0,13656.0
4540.0,F,27.0,16008.6962
4540.0,F,27.0,21600.0
4540.0,F,21.0,13248.9227
4541.0,M,21.0,12500.2082
4542.0,M,37.0,21600.0
4543.0,M,21.0,11604.0
4543.0,M,21.0,12687.8807
4543.0,M,22.0,21600.0
4545.0,F,27.0,18534.0
4546.0,F,37.0,20771.6267
4547.0,M,62.0,15210.0
4548.0,M,47.0,18138.2852
4548.0,M,44.5,9900.4502
4548.0,M,42.0,9777.0
4548.0,M,42.0,9796.0
4549.0,M,37.0,22205.0
4550.0,F,37.0,21600.0
4550.0,F,42.0,21600.0
4550.0,F,37.0,17039.9072
4550.0,F,37.0,21600.0
4550.0,F,37.0,19026.0
4551.0,M,37.0,21600.0
4552.0,F,37.0,15683.0
4553.0,M,37.0,22644.0
4554.0,M,47.0,17516.0027
4554.0,M,44.5,14475.7082
4554.0,M,42.0,18679.0
4555.0,M,32.0,16199.0
4556.0,M,21.0,18034.0
4557.0,F,32.0,16420.0
4557.0,F,32.0,17018.1767
4558.0,M,32.0,15271.0
4559.0,M,42.0,15104.0
4559.0,M,42.0,13882.0
4559.0,M,42.0,12871.6022
4560.0,F,34.5,12855.7982
4560.0,F,37.0,13942.0
4560.0,F,37.0,13849.0
4560.0,F,44.5,13543.2722
4560.0,F,37.0,21600.0
4560.0,F,37.0,12602.0
4560.0,F,37.0,14765.0
4561.0,M,42.0,13784.0
4562.0,M,34.5,15608.0
4562.0,M,34.5,13280.5307
4562.0,M,32.0,12794.0
4562.0,M,37.0,13271.0
4562.0,M,37.0,13800.0
4563.0,M,37.0,13362.0
4564.0,F,42.0,21600.0
4564.0,F,47.0,21600.0
4564.0,F,42.0,12878.0
4564.0,F,27.0,14584.3607
4564.0,F,42.0,13144.2212
4565.0,M,27.0,14685.0
4567.0,F,42.0,15403.0
4567.0,F,42.0,15069.0
4568.0,M,44.5,12836.0432
4568.0,M,47.0,14278.0
4568.0,M,47.0,13452.0
4568.0,M,42.0,13747.0
4568.0,M,44.5,13009.8872
4569.0,M,57.0,15210.0
4570.0,M,42.0,18568.0
4570.0,M,42.0,14270.0
4571.0,F,27.0,18562.0
4572.0,M,62.0,17435.0072
4572.0,M,62.0,16951.0097
4572.0,M,64.5,14663.3807
4573.0,M,27.0,11327.0
4574.0,M,42.0,11185.0
4575.0,M,52.0,13582.7822
4576.0,F,62.0,14141.0
4576.0,F,64.5,14772.0332
4576.0,F,62.0,14517.0
4576.0,F,62.0,13173.8537
4576.0,F,62.0,21600.0
4576.0,F,62.0,14747.0
4577.0,M,32.0,15918.0
4578.0,M,34.5,12099.1817
4578.0,M,37.0,12515.0
4579.0,M,34.5,21600.0
4579.0,M,37.0,15469.0
4580.0,M,44.5,14560.6547
4580.0,M,42.0,19191.0
4581.0,F,37.0,19808.0
4582.0,M,37.0,12235.4912
4582.0,M,37.0,13280.0
4583.0,M,37.0,10690.6502
4583.0,M,37.0,21010.6622
4584.0,F,47.0,14396.6882
4585.0,M,67.0,20277.0
4586.0,F,27.0,15694.0
4587.0,M,52.0,16470.0
4588.0,F,37.0,19315.0
4589.0,M,44.5,19995.2552
4590.0,M,32.0,21600.0
4591.0,F,32.0,17120.0
4592.0,M,32.0,14500.0
4593.0,M,32.0,11902.0
4593.0,M,32.0,11470.9727
4594.0,F,47.0,19752.0
4595.0,F,52.0,21600.0
4595.0,F,52.0,19383.0
4595.0,F,47.0,18026.0
4595.0,F,52.0,21600.0
4596.0,M,21.0,17328.0
4597.0,M,42.0,17316.0
4598.0,F,42.0,14548.8017
4599.0,M,57.0,14615.0
4599.0,M,54.5,14524.0
4599.0,M,62.0,15083.0
4599.0,M,57.0,15087.0
4599.0,M,57.0,14405.0
4599.0,M,60,12689.8562
4599.0,M,57.0,14479.0
4599.0,M,64.5,14497.0
4599.0,M,54.5,16046.0
4599.0,M,64.5,14280.1337
4599.0,M,57.0,17958.0
4600.0,F,34.5,13410.9137
4600.0,F,37.0,13175.8292
4600.0,F,37.0,13339.7957
4600.0,F,34.5,13160.0252
4600.0,F,42.0,13916.6417
4601.0,M,47.0,17081.3927
4602.0,M,16.0,16650.7337
4603.0,M,57.0,15066.0
4603.0,M,52.0,15102.0
4604.0,M,24.5,12709.6112
4604.0,M,21.0,16225.0
4605.0,M,52.0,12291.0
4605.0,M,54.5,11148.9662
4605.0,M,54.5,13123.0
4605.0,M,54.5,12148.0
4605.0,M,52.0,21600.0
4606.0,M,27.0,12396.0
4607.0,F,47.0,15483.0
4607.0,F,47.0,15552.0
4607.0,F,52.0,15864.4847
4608.0,M,32.0,19040.0
4609.0,M,32.0,14236.6727
4610.0,M,52.0,16269.0
4611.0,M,37.0,14275.0
4612.0,M,34.5,14161.6037
4612.0,M,44.5,21600.0
4612.0,M,37.0,15478.0
4613.0,F,32.0,18436.0
4614.0,M,21.0,20970.0
4615.0,M,27.0,17032.0
4616.0,M,32.0,11529.0
4617.0,M,-1,13158.0497
4617.0,M,52.0,14279.0
4618.0,M,37.0,14180.0
4619.0,M,37.0,16174.6382
4619.0,M,37.0,13923.0
4620.0,F,42.0,14165.5547
4620.0,F,42.0,15565.0
4621.0,M,34.5,13740.8222
4621.0,M,34.5,13454.3747
4621.0,M,32.0,11222.0
4621.0,M,-1,13638.0962
4622.0,M,54.5,12610.8362
4623.0,M,21.0,13893.0
4624.0,M,47.0,17383.0
4624.0,M,44.5,14329.5212
4624.0,M,47.0,12529.8407
4625.0,M,62.0,17156.0
4626.0,M,37.0,13650.0
4627.0,M,21.0,16260.0
4627.0,M,22.0,21600.0
4629.0,F,32.0,20390.0
4630.0,M,47.0,21600.0
4630.0,M,44.5,11402.0
4630.0,M,47.0,11909.0
4630.0,M,52.0,11146.0
4631.0,M,37.0,14766.0
4631.0,M,37.0,15768.0
4632.0,M,37.0,19677.1997
4633.0,M,47.0,18928.0
4635.0,M,32.0,13529.0
4636.0,F,27.0,23011.8437
4636.0,F,24.5,16613.1992
4636.0,F,27.0,18632.0
4637.0,M,57.0,12805.0
4637.0,M,54.5,17039.9072
4637.0,M,52.0,12582.0
4639.0,F,57.0,16912.0
4639.0,F,57.0,13920.5927
4639.0,F,57.0,14511.2672
4640.0,F,52.0,17239.4327
4641.0,M,21.0,11372.0
4641.0,M,22.0,21600.0
4642.0,M,27.0,14610.0422
4643.0,F,32.0,15263.0
4644.0,M,62.0,13179.7802
4644.0,M,62.0,14644.0
4645.0,F,27.0,13357.0
4645.0,F,27.0,29056.8737
4646.0,M,62.0,20001.0
4647.0,M,52.0,11429.4872
4648.0,F,42.0,16298.0
4648.0,F,44.5,13825.7687
4649.0,M,57.0,16606.0
4650.0,M,52.0,15045.0
4651.0,M,42.0,20537.0
4652.0,F,32.0,21087.0
4653.0,F,47.0,22776.0
4654.0,M,52.0,14980.0
4655.0,M,47.0,13080.0
4655.0,M,47.0,11744.0
4655.0,M,44.5,12656.2727
4655.0,M,47.0,21600.0
4655.0,M,47.0,11731.0
4656.0,F,42.0,23098.7657
4657.0,F,42.0,22107.0
4658.0,M,52.0,16295.0
4659.0,M,47.0,21957.0
4660.0,F,32.0,17229.0
4661.0,M,44.5,11287.2512
4661.0,M,-1,11966.8232
4661.0,M,42.0,12181.0
4661.0,M,42.0,20068.3487
4661.0,M,44.5,11443.3157
4662.0,F,27.0,25047.0
4663.0,F,19,15564.2087
4663.0,F,21.0,16252.0
4663.0,F,24,13850.0
4663.0,F,19,14550.7772
4664.0,F,47.0,20942.0
4664.0,F,47.0,21600.0
4665.0,F,42.0,15265.0
4666.0,M,42.0,15430.0
4669.0,M,21.0,17386.0
4670.0,M,37.0,14430.0
4671.0,M,32.0,17062.0
4672.0,F,27.0,14953.0
4672.0,F,27.0,15033.0
4673.0,F,42.0,21680.0
4674.0,M,32.0,13526.0
4674.0,M,34.5,13349.6732
4674.0,M,32.0,14172.0
4674.0,M,32.0,15394.0
4674.0,M,32.0,13244.9717
4675.0,F,57.0,16093.0
4676.0,M,57.0,21600.0
4677.0,M,37.0,14645.0
4677.0,M,44.5,13570.0
4678.0,M,32.0,14592.0
4679.0,M,44.5,11119.3337
4679.0,M,47.0,13428.0
4680.0,M,47.0,14142.0
4681.0,M,52.0,20801.0
4682.0,M,37.0,13987.7597
4682.0,M,42.0,15833.0
4682.0,M,37.0,14580.4097
4682.0,M,42.0,14803.0
4683.0,F,34.5,19947.8432
4683.0,F,37.0,21600.0
4683.0,F,37.0,18743.0
4684.0,M,42.0,11713.9592
4684.0,M,42.0,21600.0
4684.0,M,44.5,21600.0
4684.0,M,42.0,11506.5317
4684.0,M,42.0,11388.0017
4684.0,M,42.0,21600.0
4684.0,M,42.0,21600.0
4684.0,M,42.0,21600.0
4685.0,F,37.0,18725.0087
4685.0,F,37.0,22568.0
4686.0,M,32.0,14649.0
4686.0,M,34.5,14028.0
4687.0,F,37.0,16666.5377
4687.0,F,37.0,18764.5187
4688.0,M,27.0,15629.0
4689.0,F,37.0,17100.0
4690.0,M,47.0,15095.0
4691.0,F,47.0,20308.0
4692.0,F,42.0,16005.0
4693.0,F,47.0,14615.9687
4693.0,F,47.0,16234.0
4694.0,M,44.5,13414.0
4694.0,M,47.0,21600.0
4694.0,M,47.0,12291.0
4694.0,M,47.0,21600.0
4694.0,M,44.5,13644.0
4694.0,M,47.0,12961.0
4694.0,M,47.0,12423.1637
4695.0,M,37.0,14892.5387
4695.0,M,37.0,17458.0
4696.0,F,47.0,19110.0
4696.0,F,47.0,21600.0
4697.0,M,37.0,13055.0
4698.0,F,42.0,16344.5312
4699.0,F,21.0,12411.0
4700.0,F,42.0,19994.0
4700.0,F,42.0,16139.0792
4701.0,M,37.0,18742.0
4702.0,F,44.5,16040.3042
4702.0,F,47.0,17452.7867
4702.0,F,44.5,16299.0947
4703.0,F,37.0,17352.0
4704.0,F,42.0,17866.0
4705.0,M,42.0,18151.0
4705.0,M,44.5,14679.1847
4706.0,F,42.0,20661.0
4707.0,F,37.0,21600.0
4707.0,F,37.0,11832.0
4708.0,F,27.0,17507.0
4709.0,M,37.0,21600.0
4709.0,M,37.0,16294.0
4710.0,M,42.0,13148.0
4711.0,F,37.0,14675.0
4711.0,F,34.5,12640.4687
4712.0,F,27.0,18609.0
4712.0,F,21.0,16282.0
4712.0,F,27.0,22314.4922
4713.0,M,52.0,14667.3317
4713.0,M,52.0,20377.0
4713.0,M,52.0,19591.0
4714.0,M,57.0,19140.0
4715.0,F,44.5,13118.5397
4715.0,F,42.0,21600.0
4715.0,F,42.0,21600.0
4715.0,F,44.5,14133.9467
4715.0,F,42.0,14594.0
4715.0,F,42.0,21600.0
4715.0,F,44.5,12820.2392
4715.0,F,42.0,21600.0
4716.0,M,42.0,13906.7642
4717.0,F,27.0,18433.0
4717.0,F,27.0,15548.4047
4717.0,F,24.5,12656.2727
4718.0,M,37.0,16219.0
4718.0,M,-1,13900.8377
4719.0,F,57.0,17515.0
4720.0,F,21.0,14416.0
4721.0,M,21.0,13002.0
4722.0,M,57.0,14361.0
4723.0,M,44.5,13304.2367
4723.0,M,34.5,13282.5062
4723.0,M,42.0,21600.0
4723.0,M,42.0,13203.0
4723.0,M,42.0,11925.3377
4724.0,M,47.0,14290.0
4725.0,M,57.0,22109.0
4726.0,F,32.0,13394.0
4727.0,F,34.5,14477.6837
4727.0,F,32.0,19130.0
4728.0,M,52.0,16114.0
4729.0,M,19,21600.0
4729.0,M,21.0,12545.0
4730.0,F,42.0,18651.0
4730.0,F,44.5,15119.0
4730.0,F,34.5,14997.2402
4731.0,M,32.0,20476.0
4732.0,M,34.5,11727.7877
4732.0,M,32.0,13570.0
4733.0,M,27.0,13405.0
4733.0,M,32.0,12318.0
4733.0,M,34.5,14118.1427
4734.0,M,52.0,12676.0277
4734.0,M,52.0,15759.0
4734.0,M,52.0,15786.0
4734.0,M,52.0,14822.0
4735.0,F,42.0,21600.0
4735.0,F,37.0,21600.0
4736.0,M,42.0,12672.0767
4737.0,M,32.0,15233.0
4738.0,F,37.0,15202.0
4739.0,M,70,18230.0
4740.0,M,34.5,21600.0
4740.0,M,32.0,21600.0
4740.0,M,32.0,13151.0
4741.0,M,42.0,14743.0
4742.0,F,47.0,20498.0
4743.0,F,32.0,20722.2392
4744.0,M,32.0,13317.0
4745.0,M,27.0,19469.0
4747.0,M,47.0,21600.0
4747.0,M,47.0,18210.0
4747.0,M,47.0,13728.0
4748.0,M,32.0,11588.0
4748.0,M,34.5,10967.2202
4748.0,M,34.5,11977.0
4748.0,M,34.5,11358.3692
4748.0,M,32.0,21600.0
4748.0,M,37.0,21600.0
4748.0,M,32.0,21600.0
4749.0,F,52.0,23979.0
4750.0,M,32.0,15082.0
4751.0,M,34.5,21600.0
4751.0,M,34.5,13444.4972
4751.0,M,32.0,16131.0
4751.0,M,34.5,13770.4547
4751.0,M,34.5,16397.0
4751.0,M,32.0,21600.0
4752.0,M,42.0,15967.0
4753.0,M,32.0,13483.0
4755.0,M,32.0,12974.0
4755.0,M,34.5,12535.7672
4755.0,M,34.5,11927.3132
4756.0,M,52.0,14513.2427
4757.0,F,47.0,12592.0
4757.0,F,47.0,12243.0
4758.0,M,47.0,13979.0
4758.0,M,47.0,13865.2787
4759.0,F,37.0,20077.0
4760.0,M,42.0,13949.0
4761.0,F,37.0,14814.0
4761.0,F,34.5,13969.9802
4762.0,M,27.0,17839.9847
4763.0,M,62.0,12669.0
4764.0,M,21.0,14907.0
4765.0,M,32.0,12448.0
4765.0,M,34.5,20443.6937
4766.0,M,27.0,18561.0
4767.0,M,37.0,21600.0
4767.0,M,37.0,21600.0
4767.0,M,37.0,14008.0
4768.0,M,57.0,16987.0
4768.0,M,54.5,13414.8647
4769.0,F,37.0,22948.6277
4769.0,M,37.0,14347.0
4770.0,M,27.0,14729.0
4770.0,M,22.0,12672.0767
4770.0,M,22.0,21600.0
4771.0,M,37.0,16165.0
4772.0,F,34.5,20408.1347
4772.0,F,37.0,21600.0
4772.0,F,37.0,24104.0
4773.0,M,27.0,15320.0
4774.0,M,37.0,13374.0
