,PARTICIPANT ID,EVENT DATE,EVENT NAME,EVENT TYPE,TIME,CATEGORY
6553,6553,2015-06-21,Ironman 70.3 Mont-Tremblant,Individuel,06:06:24,M40-44
6554,6554,2012-08-26,Marathon des Deux Rives Lévis-Québec,Demi-Marathon,02:04:26,M30-39
6563,6563,2014-07-27,Triathlon Charlevoix,Duathlon Olympique,02:32:06,M55-59
6564,6564,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,02:06:19,M55-59
6565,6565,2015-06-13,Tour du Lac Brome Merrell,9 km - trail,00:53:27,M40-49
6569,6569,2013-05-26,Ottawa Race Weekend,Ottawa Half-Marathon - Demi-marathon,-1,M25-29
6571,6571,2014-06-08,Triathlon / Duathlon Mont-Tremblant,Ironman 5150- Triathlon Olympique,02:48:03,M30-39
6572,6572,2014-09-14,Demi-marathon Granby,Demi Marathon Course,01:30:29,M30-39
6580,6580,2013-06-15,Tour du Lac Brome,22.2 Km Chemin de Campagne,02:19:23,F30-39
6581,6581,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:44:06,M50-54
6583,6583,2012-05-06,Défi course et marche Desjardins Sainte Thérèse,10 KM,01:04:00,M40-49
6586,6586,2013-09-22,Marathon Oasis de Montreal,Marathon,04:12:27,M40-44
6587,6587,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:57:35,F35-39
6591,6591,2012-05-27,Ottawa Race Weekend,Half Marathon,01:52:16,F30-34
6594,6594,2014-06-22,Ironman Mont-Tremblant 70.3,Overall,07:05:10,M30-34
6595,6595,2012-07-14,Demi-Marathon Marcel Jobin,21 km,01:26:28,M40-49
6596,6596,2014-04-13,Course Saint-Laurent,5 KM,00:25:12,F30-39
6598,6598,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:21:01,F30-34
6600,6600,2015-08-01,Vert le Raid - Demi-Marathon de l'Isle-aux-Coudres,23 km Traverse L'Isle-aux-Coudres Saint-Joseph-de-la-Rive,02:17:21,M40-49
6601,6601,2013-05-26,Ottawa Race Weekend,Ottawa Half-Marathon - Demi-marathon,-1,F25-29
6603,6603,2013-10-20,Scotiabank Toronto Waterfront Marathon,Half Marathon,-1,M25-29
6611,6611,2016-07-08,Le 5 et 10 km du P'tit Train du Nord,10 km,00:41:44,M50-59
6617,6617,2014-05-25,Triathlon Duathlon d'Oka,Duathlon,01:28:58,M30-34
6625,6625,2014-09-07,Coupe Dix30,30 km,02:52:02,F30-39
6628,6628,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:22:56,M55-59
6636,6636,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,02:00:25,M35-39
6637,6637,2014-08-23,SeaWheeze Half Marathon,Half Marathon,-1,MALE
6638,6638,2013-06-29,Demi Marathon de Sherbrooke,Demi-Marathon,02:19:37,M30-39
6640,6640,2013-06-16,Tour du Lac Brome,Challenge Marathon,04:24:15,M30-39
6641,6641,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M30-34
6642,6642,2012-12-02,Cayman Islands Marathon,Marathon,04:39:17,M50-59
6643,6643,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:49:23,M30-34
6644,6644,2013-07-21,Cyclo-orford,100 km,03:10:43,M 30-39
6645,6645,2013-10-13,Le Cross Des Couleurs,11 km,01:23:20,F40-49
6646,6646,2013-02-17,Demi Marathon Hypothermique,Demi-Marathon,02:00:08,M30-39
6648,6648,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:42:57,M45-49
6649,6649,2015-02-16,Pentathlon des neiges,Défi courte distance Merrell - Solo,01:49:32,M50-59
6654,6654,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:30:28,F30-34
6655,6655,2013-04-28,Banque Scotia 21km et 5km,21 km,02:01:10,F40-44
6662,6662,2012-10-14,Classique Du Parc La Fontaine,5 KM,00:23:22,F30-39
6663,6663,2016-04-16,MEC Ottawa race 1 - The Spring Flyer,10 Miles,01:22:07,NO AGE
6665,6665,2012-09-23,Marathon Oasis de Montreal,Marathon,03:49:43,M25-29
6666,6666,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:34:10,M40-44
6668,6668,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:47:23,M40-44
6669,6669,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,F50-54
6675,6675,2015-05-09,Challenge IRCM,10 km,01:11:05,F40-49
6678,6678,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,01:55:30,M18-24
6684,6684,2014-06-15,La Foulee des Parcs,1 km,00:04:49,M8-12
6685,6685,2012-05-27,Ottawa Race Weekend,Marathon,04:40:33,F30-34
6687,6687,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:52:31,M50-54
6688,6688,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:57:05,M30-34
6690,6690,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,01:45:20,M40-44
6695,6695,2012-04-29,Banque Scotia 21km et 5km,"21,1 km",01:40:06,M20-24
6697,6697,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:47:40,M40-44
6698,6698,2012-05-27,Ottawa Race Weekend,Half Marathon,01:53:08,F40-44
6700,6700,2012-09-30,Marathon de Rimouski,"21,1 km",01:37:34,F30-39
6703,6703,2013-06-16,Tour du Lac Brome,20 Km Route,01:55:20,M30-39
6706,6706,2016-05-29,Tamarack Ottawa Race Weekend,Ottawa Half Marathon,-1,M50-54
6711,6711,2013-09-22,Marathon Oasis de Montreal,Marathon,03:35:15,F18-24
6713,6713,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:37:40,M45-49
6714,6714,2013-06-16,Tour du Lac Brome,20 Km Route,01:52:36,M20-29
6715,6715,2013-05-12,Au rythme de nos foulées Châteauguay,Demi-Marathon,01:56:59,M50-59
6723,6723,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,F30-34
6725,6725,2013-09-22,Marathon Oasis de Montreal,Marathon,03:53:22,M35-39
6732,6732,2013-04-28,Banque Scotia 21km et 5km,21 km,02:13:10,F40-44
6739,6739,2016-07-03,Demi-Marathon de Sherbrooke,Demi Marathon,01:51:30,F40-49
6740,6740,2014-06-15,Tour du Lac Brome,20 km route,01:44:04,M30-39
6741,6741,2013-09-22,Marathon Oasis de Montreal,Marathon,03:17:17,M40-44
6747,6747,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,02:16:32,F45-49
6748,6748,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Marathon,-1,M45-49
6751,6751,2016-03-20,Course et marche populaires de LaSalle,5 KM,00:27:19,M50-59
6752,6752,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,03:00:45,M55-59
6753,6753,2014-06-28,Demi Marathon de Sherbrooke,Demi-Marathon,01:41:49,M30-39
6754,6754,2014-06-01,Course d'ete des iles de Boucherville,21 km (Course),01:54:44,M40-49
6755,6755,2013-06-08,Triathlon / Duathlon Mont-Tremblant,Duathlon Olympique,02:40:10,M50-59
6761,6761,2013-05-26,Ottawa Race Weekend,Ottawa Half-Marathon - Demi-marathon,-1,M30-34
6762,6762,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:30:50,M45-49
6763,6763,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Marathon,-1,M45-49
6765,6765,2014-06-14,Triathlon FBL Drummondville,Duathlon Individuel,01:05:48,M50-54
6767,6767,2015-10-18,Scotiabank Toronto Waterfront Marathon,Half Marathon,-1,M35-39
6768,6768,2015-05-10,Sporting Life 10K Toronto,10km,-1,M35-39
6770,6770,2013-06-09,La Grande Viree des Sentiers St-Bruno,20 km,01:50:45,M50-59
6774,6774,2015-05-31,Triathlon Challenge Antoine-Manseau Joliette,Triathlon sprint AG Coupe du Québec,01:30:07,M50-54
6776,6776,2015-09-13,LE 10 KM DE L'UNIVERSITÉ LAVAL,10 KM,00:38:52,F30-39
6778,6778,2016-03-20,Course et marche populaires de LaSalle,10 KM,00:55:54,F30-39
6779,6779,2013-10-26,Course 10km Apocalypse/ Course des Citrouilles,10km Course,01:07:16,F30-34
6782,6782,2014-04-27,Banque Scotia 21km et 5km,21 km,01:50:36,M30-34
6783,6783,2013-05-25,Ottawa Race Weekend,Ottawa 10K,00:40:00,M30-34
6790,6790,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:55:27,M50-54
6791,6791,2012-06-16,Tour du Lac Brome,"22,2 Km Chemin de Campagne",01:53:32,M20-29
6794,6794,2013-08-25,Marathon des Deux Rives Lévis-Québec,Marathon,03:22:32,M30-39
6797,6797,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:39:14,M45-49
6798,6798,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:30:16,F50-54
6800,6800,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,01:42:20,M35-39
6802,6802,2015-09-13,Triathlon Esprit de Montreal,Triathlon Olympique,02:33:18,M40-44
6804,6804,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,01:58:50,M35-39
6806,6806,2014-09-14,Course Fondation Hotel Dieu de Sorel,5 km - course,00:27:03,F20-29
6807,6807,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,06:14:41,F45-49
6814,6814,2012-07-08,Coupe Dix30 2012,10 Km,00:49:04,F50-59
6816,6816,2012-09-23,Marathon Oasis de Montreal,Marathon,04:24:41,M30-34
6820,6820,2014-03-29,Ironman 70.3 California Oceanside,Overall,05:51:05,M40-44
6821,6821,2012-09-30,Marathon de Rimouski,"21,1 km",01:44:34,M40-49
6822,6822,2014-10-12,Demi-marathon des couleurs Promutuel,21.1km,01:42:55,F30-39
6827,6827,2013-09-22,Marathon Oasis de Montreal,Marathon,03:34:48,M40-44
6828,6828,2012-09-23,Marathon Oasis de Montreal,Marathon,03:30:42,M35-39
6837,6837,2014-04-27,Banque Scotia 21km et 5km,21 km,01:47:36,M35-39
6840,6840,2016-03-20,Course et marche populaires de LaSalle,10 KM,00:47:43,M60-69
6845,6845,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,02:08:18,F35-39
6846,6846,2012-08-19,Coupe Dix30 2012,10km,00:46:35,M20-29
6850,6850,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,01:53:09,M45-49
6853,6853,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:54:36,M35-39
6855,6855,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,02:08:12,F30-34
6861,6861,2013-09-22,Marathon Oasis de Montreal,Marathon,03:19:35,M30-34
6862,6862,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:19:09,M35-39
6863,6863,2013-04-28,Banque Scotia 21km et 5km,21 km,01:58:29,M30-34
6864,6864,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:33:33,M45-49
6871,6871,2012-10-14,Classique Du Parc La Fontaine,10 KM,00:47:25,M50-59
6873,6873,2013-09-22,Marathon Oasis de Montreal,Marathon,04:41:20,M18-24
6877,6877,2015-10-18,Scotiabank Toronto Waterfront Marathon,Marathon,-1,F45-49
6880,6880,2013-09-22,Marathon Oasis de Montreal,Marathon,04:02:39,U0-0
6881,6881,2012-09-23,Marathon Oasis de Montreal,Marathon,04:53:02,M55-59
6882,6882,2013-06-15,Triathlon FBL Drummondville,Triathlon Sprint,01:20:01,M20-24
6884,6884,2014-06-28,Demi Marathon de Sherbrooke,Demi-Marathon,02:15:23,M40-49
6887,6887,2014-05-04,Demi Marathon International Oasis de Levis,Demi-marathon,01:41:23,M40-49
6888,6888,2014-05-24,Tamarack Ottawa Race Weekend,Lowertown Brewery Ottawa 10K,-1,M25-29
6897,6897,2014-08-24,Demi-marathon Bonneville de Lachine,10 km,00:53:24,F30-39
6900,6900,2013-11-03,Oka Road Race,10 km,00:40:04,M40-49
6904,6904,2014-04-27,Banque Scotia 21km et 5km,21 km,01:44:43,M55-59
6905,6905,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,02:19:28,F50-54
6906,6906,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Half Marathon,-1,M25-29
6907,6907,2015-05-24,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,M50-54
6911,6911,2016-06-05,Demi-Marathon des Vignobles,10 km du Vignoble Les Petits Cailloux,00:51:02,M30-39
6913,6913,2013-10-26,Course 10km Apocalypse/ Course des Citrouilles,10km Course,00:57:32,F25-29
6916,6916,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,02:06:25,F25-29
6917,6917,2014-03-30,Around the Bay Road Races,30 km,02:35:54,F40-44
6919,6919,2013-05-12,Sporting Life 10k,10km,00:45:51,M40-44
6922,6922,2012-08-18,A Mid Summer Nights Run,30km Race,02:59:11,F40-49
6924,6924,2016-02-21,Demi-marathon des glaces,10 km,00:44:34,F30-39
6925,6925,2015-11-01,Course d'Oka,Demi Marathon,01:47:36,M40-49
6926,6926,2013-08-04,Ironman 70.3 Steelhead,Overall Results,05:55:49,M25-29
6927,6927,2013-04-28,Banque Scotia 21km et 5km,21 km,01:37:20,M25-29
6928,6928,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:17:39,M55-59
6929,6929,2012-08-15,Le 5km Endurance,5 KM,00:21:10,M50-59
6930,6930,2013-09-07,Le Pentathlon de Victoriaville,Pentathlon Volet Individuel - Courte Distance,02:33:59,M30-39
6932,6932,2016-06-19,Ironman 70.3 Syracuse,Overall,05:54:53,M25-29
6935,6935,2015-02-22,Demi-marathon des glaces,Demi-marathon,01:59:42,M40-49
6936,6936,2016-08-07,Triathlon International de Montreal,Triathlon olympique qualification mondiaux 2017,02:58:59,M45-49
6937,6937,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:21:28,M45-49
6939,6939,2012-05-27,Ottawa Race Weekend,Marathon,04:14:40,M55-59
6940,6940,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M35-39
6944,6944,2014-03-30,Around the Bay Road Races,30 km,02:48:38,F25-29
6948,6948,2013-09-29,Course populaire du parc Angrignon,10 km,00:44:54,M45-49
6950,6950,2013-06-01,Ironman 70.3 Hawaii,Overall,05:29:12,M30-34
6954,6954,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:19:25,F40-44
6957,6957,2013-06-29,Demi Marathon de Sherbrooke,Demi-Marathon,01:33:14,M20-29
6959,6959,2014-02-16,Demi Marathon Hypothermique,Demi-marathon,02:23:30,M50-59
6962,6962,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,02:31:06,M55-59
6963,6963,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:44:53,M35-39
6964,6964,2014-05-17,Defi Memphre,10 km,00:44:26,M40-49
6969,6969,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,02:50:38,M35-39
6971,6971,2015-08-02,Course MEC Montréal #6,10 KM,00:45:35,M30-39
6973,6973,2014-04-27,Limestone Half-Marathon and 5km,Half Marathon,01:36:33,M40-49
6974,6974,2012-03-25,Course et marche populaires de LaSalle,10 KM,00:45:08,M16-19
6975,6975,2015-05-24,Tamarack Ottawa Race Weekend,Ottawa Half Marathon,-1,M40-44
6977,6977,2013-08-25,Marathon des Deux Rives Lévis-Québec,Demi-Marathon,01:43:39,F30-39
6978,6978,2012-09-23,Marathon Oasis de Montreal,Marathon,04:16:06,F35-39
6987,6987,2014-09-06,Triathlon Esprit de Montreal,Esprit,12:03:58,M30-34
6988,6988,2015-10-18,Scotiabank Toronto Waterfront Marathon,Marathon,-1,M55-59
6995,6995,2013-02-17,Demi Marathon Hypothermique,Demi-Marathon,01:42:08,M40-49
6998,6998,2012-04-29,Banque Scotia 21km et 5km,"21,1 km",01:31:52,M45-49
7004,7004,2014-05-10,Bonjour Printemps,Demi-marathon,01:49:23,M50-59
7009,7009,2015-10-18,Scotiabank Toronto Waterfront Marathon,Half Marathon,-1,F25-29
7010,7010,2012-06-17,Manitoba Marathon,Marathon,-1,F50-54
7012,7012,2012-04-29,Banque Scotia 21km et 5km,"21,1 km",02:03:11,F30-34
7013,7013,2012-09-23,Marathon Oasis de Montreal,Marathon,04:31:24,F40-44
7014,7014,2013-05-26,Ottawa Race Weekend,Ottawa Half-Marathon - Demi-marathon,-1,M35-39
7017,7017,2013-09-22,Marathon Oasis de Montreal,5km Sports Experts,00:32:09,F40-44
7023,7023,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Marathon,-1,F55-59
7026,7026,2013-09-22,Marathon Oasis de Montreal,Marathon,04:11:52,F45-49
7028,7028,2016-02-21,Défi Hivernal Ile Bizard,5 KM,00:21:09,M30-39
7031,7031,2012-05-06,Demi Marathon International de Quebec,Demi Marathon,01:50:34,M60-69
7035,7035,2012-05-06,"Goodlife Toronto Marathon, Half Marathon, and 5k",Half Marathon,01:57:09,M45-49
7040,7040,2013-05-26,Ottawa Race Weekend,Ottawa Half-Marathon - Demi-marathon,-1,F40-44
7041,7041,2014-05-04,BMO Vancouver Marathon,Marathon,04:00:55,M35-39
7044,7044,2014-08-10,Granfondo Garneau-Cascades,KING OF THE MOUNTAIN,00:03:15,M29-
7047,7047,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,02:27:45,M50-54
7051,7051,2014-08-03,Défi Boréal Sainte-Anne-de-Bellevue,20 KM,01:39:56,M30-39
7053,7053,2015-05-24,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,M55-59
7058,7058,2015-04-26,Banque Scotia 21K de Montreal,Demi Marathon,01:55:40,M40-44
7061,7061,2013-10-13,Ottawa Fall Colours Marathon Events,Turkey Challenge,04:13:51,F30-34
7066,7066,2013-09-22,Marathon Oasis de Montreal,Marathon,03:40:49,M25-29
7069,7069,2012-03-25,Around the Bay Road Races,30 km,02:31:11,M50-54
7073,7073,2014-06-29,Triathlon Victoriaville,Triathlon Sprint,01:33:11,M30-39
7079,7079,2013-10-27,Rattle me Bones 5 and 10km,10 km Wishbone,00:53:59,F50-59
7080,7080,2014-05-04,Demi Marathon International Oasis de Levis,Demi-marathon,01:42:13,F30-39
7083,7083,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,02:01:52,M25-29
7084,7084,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,01:46:08,M40-44
7085,7085,2016-03-20,Course et marche populaires de LaSalle,10 KM,00:48:10,F50-59
7087,7087,2015-09-20,Army Run - Course de l'Armée,1/2 Marathon - Demi-marathon,02:14:17,M60-64
7089,7089,2016-08-20,Vert le Raid - XC de la Vallee,10 KM,01:44:37,F30-39
7092,7092,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:33:07,M50-54
7093,7093,2013-04-14,Run for Retina,10 km,01:08:41,F50-59
7096,7096,2014-06-14,Mud Hero Montreal,6 KM MUD RUN AND OBSTACLE COURSE,01:11:52,M45-49
7099,7099,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,F30-34
7101,7101,2012-08-26,Marathon des Deux Rives Lévis-Québec,Demi-Marathon,02:41:58,M50-59
7102,7102,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:26:47,M60-64
7104,7104,2013-07-14,Challenge O2 Merrell,Triathlon Olympique,03:07:48,M30-34
7105,7105,2012-05-06,Défi course et marche Desjardins Sainte Thérèse,10 KM,00:49:18,M20-29
7116,7116,2014-08-16,Vert le Raid - XC de la Vallee,10 KM,01:33:38,M30-39
7117,7117,2013-05-12,Sporting Life 10k,10km,01:00:03,M50-54
7118,7118,2013-05-26,Toronto Women's Half Marathon & 5K,Half Marathon,02:13:11,F50-54
7122,7122,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:58:29,M50-54
7123,7123,2014-10-04,Cross-Country Saint-Laurent Select,5 km,00:19:04,M40-49
7127,7127,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M50-54
7128,7128,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:15:16,M25-29
7129,7129,2015-04-25,Demi-Marathon des Érables,Demi-Marathon,01:59:37,M40-49
7136,7136,2013-08-25,Marathon des Deux Rives Lévis-Québec,Demi-Marathon,02:29:39,F30-39
7149,7149,2015-07-01,Scotiabank Canada Day Road Races,10 km,00:41:10,M30-39
7150,7150,2013-09-22,Marathon Oasis de Montreal,10km,01:06:17,M40-44
7151,7151,2015-05-24,Tamarack Ottawa Race Weekend,Ottawa Half Marathon,-1,F40-44
7159,7159,2013-06-02,Course d'ete des iles de Boucherville,10 km course,00:44:18,M30-39
7161,7161,2015-06-13,Triathlon FBL Drummondville,Triathlon Sprint,01:19:30,M45-49
7163,7163,2013-09-22,Marathon Oasis de Montreal,Marathon,04:19:36,F50-54
7164,7164,2015-05-17,Des chenes-toi,10 km Physio Sante,00:46:44,M18+
7165,7165,2014-04-27,Banque Scotia 21km et 5km,21 km,02:11:57,F35-39
7169,7169,2015-05-24,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,M35-39
7183,7183,2014-10-05,Marathon de Rimouski,Demi-marathon,01:56:50,M50-59
7184,7184,2012-09-23,Marathon Oasis de Montreal,Marathon,04:19:43,M30-34
7187,7187,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M35-39
7189,7189,2013-09-08,Demi-marathon Granby,21km Course,01:43:03,F40-49
7190,7190,2012-09-23,Marathon Oasis de Montreal,Marathon,03:11:31,M30-34
7192,7192,2014-04-27,Banque Scotia 21km et 5km,5 km Media Challenge,00:19:32,M35-39
7197,7197,2013-08-11,Granfondo Garneau-Cascades,110 km,04:58:30,M40-49
7200,7200,2012-06-16,Tour du Lac Brome,"22,2 Km Chemin de Campagne",02:57:55,F50-59
7201,7201,2012-09-23,Marathon Oasis de Montreal,Marathon,03:26:42,M50-54
7206,7206,2014-11-02,Course d'Oka Race,21.1 KM,01:50:22,F20-29
7209,7209,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:05:49,M50-54
7213,7213,2012-08-26,Marathon des Deux Rives Lévis-Québec,Demi-Marathon,01:40:31,F40-49
7217,7217,2014-06-22,Ironman Mont-Tremblant 70.3,Overall,05:47:10,M35-39
7219,7219,2015-08-04,Rendez vous au DIX30,5 km,00:25:13,M30-39
7223,7223,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:37:46,F30-34
7224,7224,2013-07-07,Fort dans la course,10 km,00:52:36,M31-40
7226,7226,2012-09-23,Marathon Oasis de Montreal,Marathon,03:14:15,M18-24
7230,7230,2016-08-07,Triathlon International de Montreal,Triathlon Olympique - Championnat Provincial,02:19:11,M35-39
7234,7234,2012-04-29,Banque Scotia 21km et 5km,"21,1 km",01:53:45,M45-49
7235,7235,2013-09-08,Ironman 70.3 Muskoka,Overall Results,05:03:30,M40-44
7237,7237,2012-09-08,Triathlon Esprit de Montreal,Triathlon Olympique,02:47:40,M45-49
7241,7241,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:02:42,M50-54
7243,7243,2015-06-21,LA FOULÉE DES PARCS,10 km,00:45:39,M50-59
7245,7245,2014-10-19,Scotiabank Toronto Waterfront Marathon,Marathon,04:21:49,M25-29
7246,7246,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,06:45:25,M40-44
7247,7247,2013-10-13,Ottawa Fall Colours Marathon Events,10 km,01:14:41,F20-24
7249,7249,2013-08-25,Marathon des Deux Rives Lévis-Québec,Marathon,03:42:27,M50-59
7251,7251,2015-08-01,Vert le Raid - Demi-Marathon de l'Isle-aux-Coudres,23 km Traverse L'Isle-aux-Coudres Saint-Joseph-de-la-Rive,01:56:39,F30-39
7259,7259,2013-04-28,Banque Scotia 21km et 5km,21 km,02:01:43,M30-34
7260,7260,2014-04-27,Banque Scotia 21km et 5km,21 km,01:52:12,F35-39
7264,7264,2013-09-22,Marathon Oasis de Montreal,Marathon,03:55:27,M40-44
7266,7266,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,02:06:01,M45-49
7267,7267,2012-08-12,Granfondo Garneau-Cascades,110km,04:13:54,M51+
7268,7268,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,02:02:47,F30-34
7269,7269,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:54:31,M35-39
7270,7270,2012-04-29,Course Printaniere Oka,"21,1 km",02:00:05,F50-59
7272,7272,2012-05-06,Demi Marathon International de Quebec,Demi Marathon,01:45:57,M20-29
7273,7273,2012-08-26,Marathon des Deux Rives Lévis-Québec,Demi-Marathon,02:25:59,F20-29
7275,7275,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,02:04:45,F30-34
7277,7277,2015-04-26,Banque Scotia 21K de Montreal,5 km,00:21:09,M35-39
7280,7280,2014-06-15,Tour du Lac Brome,20 km route,01:59:55,F30-39
7284,7284,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,02:57:10,M50-54
7285,7285,2014-02-16,Demi Marathon Hypothermique,Demi-marathon,02:12:30,F50-59
7288,7288,2015-05-23,Tamarack Ottawa Race Weekend,Ottawa 5K,-1,M40-44
7290,7290,2015-11-01,Course d'Oka,5km Course,00:18:56,M40-49
7291,7291,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:47:19,F25-29
7297,7297,2015-10-18,Classique du Parc La Fontaine,10 km,00:43:18,M40-49
7301,7301,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,F25-29
7303,7303,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:34:52,M30-34
7304,7304,2014-05-18,Scotiabank Blue Nose Marathon,Recharge with Milk Half Marathon,02:12:27,F40-49
7308,7308,2014-11-02,Course d'Oka Race,21.1 KM,02:00:01,F40-49
7309,7309,2015-05-09,Challenge IRCM,10 km,00:38:08,M40-49
7313,7313,2015-04-26,Banque Scotia 21K de Montreal,Demi Marathon,01:44:53,M35-39
7316,7316,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:36:44,M35-39
7320,7320,2013-05-12,Bonjour Printemps,10km,00:43:16,M30-39
7321,7321,2012-10-21,Niagara Falls International Marathon,Marathon,03:48:08,F35-39
7323,7323,2015-09-06,30 km sur les rives de Boucherville,30 km,02:19:09,M40-49
7326,7326,2012-08-15,Le 5km Endurance,5 KM,00:22:25,M30-39
7328,7328,2014-10-19,Classique Du Parc La Fontaine,10 km,00:42:26,M40-49
7333,7333,2013-09-22,Marathon Oasis de Montreal,Marathon,04:11:07,M40-44
7337,7337,2015-02-22,Demi-marathon des glaces,10 km,00:47:53,M30-39
7340,7340,2015-05-23,Tamarack Ottawa Race Weekend,Ottawa 10K,-1,M45-49
7343,7343,2016-06-27,Ironman 70.3 Mont-Tremblant,Individuel,05:05:00,M40-44
7348,7348,2013-09-07,Defi Je bouge,21 km,01:54:47,M20-29
7351,7351,2014-06-08,A votre rythme,Demi-marathon,01:55:03,M40-49
7358,7358,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Half Marathon,-1,M45-49
7360,7360,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:14:06,M55-59
7361,7361,2013-11-03,Oka Road Race,Half Marathon,01:36:56,M40-49
7369,7369,2013-05-05,Demi Marathon International Oasis de Levis,Demi Marathon,01:50:23,F30-39
